Supplier ID,Supplier Name,Material Type,Location,Rating,Supply Capacity (tons/month),Average Delivery Time (days),Cost per unit (INR)
SPLR5564,Supplier_4564,Plumbing Pipes,Mumbai,2.8,601,10,4127.7
SPLR5565,Supplier_4565,Wood,Hyderabad,3.7,317,16,3855.84
SPLR5566,Supplier_4566,Tiles,Mumbai,3.1,76,19,3721.69
SPLR5567,Supplier_4567,Cement,Bangalore,4.8,468,30,4661.94
SPLR5568,Supplier_4568,Sand,Lucknow,2.8,575,12,4961.07
SPLR5569,Supplier_4569,Cement,Hyderabad,3.3,373,3,1034.27
SPLR5570,Supplier_4570,Glass,Ahmedabad,3.7,860,9,700.66
SPLR5571,Supplier_4571,Steel,Hyderabad,4.6,102,16,502.97
SPLR5572,Supplier_4572,Tiles,Ahmedabad,3.1,69,11,1239.23
SPLR5573,Supplier_4573,Bricks,Jaipur,3.3,855,4,2244.33
SPLR5574,Supplier_4574,Cement,Hyderabad,2.9,536,17,4939.85
SPLR5575,Supplier_4575,Concrete,Ahmedabad,3.8,560,3,744.32
SPLR5576,Supplier_4576,Tiles,Chennai,3.4,963,19,4409.93
SPLR5577,Supplier_4577,Bricks,Bangalore,3.5,789,14,3866.81
SPLR5578,Supplier_4578,Wood,Delhi,3.9,807,6,1312.76
SPLR5579,Supplier_4579,Wood,Delhi,4.2,885,9,3943.48
SPLR5580,Supplier_4580,Tiles,Pune,4.4,707,15,3679.08
SPLR5581,Supplier_4581,Steel,Jaipur,4.9,216,5,1922.55
SPLR5582,Supplier_4582,Electrical Wiring,Jaipur,4.7,550,12,3544.48
SPLR5583,Supplier_4583,Plumbing Pipes,Chennai,3.6,124,23,2979.04
SPLR5584,Supplier_4584,Tiles,Hyderabad,3.5,599,2,1135.73
SPLR5585,Supplier_4585,Steel,Hyderabad,4.3,360,7,2255.04
SPLR5586,Supplier_4586,Plumbing Pipes,Pune,2.8,801,18,4551.21
SPLR5587,Supplier_4587,Plumbing Pipes,Pune,5.0,420,3,3724.07
SPLR5588,Supplier_4588,Electrical Wiring,Mumbai,4.3,849,8,4461.53
SPLR5589,Supplier_4589,Bricks,Delhi,2.7,572,12,4212.3
SPLR5590,Supplier_4590,Tiles,Jaipur,2.7,75,14,3305.42
SPLR5591,Supplier_4591,Tiles,Jaipur,3.3,677,25,3140.16
SPLR5592,Supplier_4592,Tiles,Lucknow,4.6,882,1,3741.37
SPLR5593,Supplier_4593,Wood,Chennai,4.1,279,9,1586.43
SPLR5594,Supplier_4594,Glass,Lucknow,5.0,354,30,543.77
SPLR5595,Supplier_4595,Wood,Kolkata,2.5,931,24,2067.05
SPLR5596,Supplier_4596,Bricks,Chennai,4.8,500,27,2219.55
SPLR5597,Supplier_4597,Concrete,Mumbai,3.8,990,28,2080.43
SPLR5598,Supplier_4598,Electrical Wiring,Bangalore,4.5,467,18,561.55
SPLR5599,Supplier_4599,Electrical Wiring,Chennai,3.0,333,30,2194.6
SPLR5600,Supplier_4600,Plumbing Pipes,Delhi,2.6,145,21,708.3
SPLR5601,Supplier_4601,Plumbing Pipes,Hyderabad,3.2,956,24,2466.28
SPLR5602,Supplier_4602,Electrical Wiring,Mumbai,3.9,558,3,3986.13
SPLR5603,Supplier_4603,Sand,Kolkata,2.6,771,5,1902.33
SPLR5604,Supplier_4604,Bricks,Jaipur,4.9,460,3,2069.35
SPLR5605,Supplier_4605,Sand,Bangalore,3.6,932,8,1927.02
SPLR5606,Supplier_4606,Tiles,Jaipur,2.5,347,17,1219.17
SPLR5607,Supplier_4607,Tiles,Bangalore,3.7,456,27,1044.01
SPLR5608,Supplier_4608,Plumbing Pipes,Chennai,4.7,159,3,2786.05
SPLR5609,Supplier_4609,Bricks,Pune,2.6,938,7,4875.22
SPLR5610,Supplier_4610,Tiles,Ahmedabad,3.2,604,6,2864.12
SPLR5611,Supplier_4611,Plumbing Pipes,Delhi,2.6,323,18,4293.15
SPLR5612,Supplier_4612,Glass,Hyderabad,3.6,888,7,4495.54
SPLR5613,Supplier_4613,Sand,Bangalore,3.5,860,10,1282.64
SPLR5614,Supplier_4614,Plumbing Pipes,Pune,4.2,291,18,763.32
SPLR5615,Supplier_4615,Cement,Pune,3.2,498,30,2704.08
SPLR5616,Supplier_4616,Tiles,Pune,3.7,498,28,2673.05
SPLR5617,Supplier_4617,Tiles,Bangalore,3.6,320,6,601.73
SPLR5618,Supplier_4618,Cement,Jaipur,2.7,846,12,4956.2
SPLR5619,Supplier_4619,Plumbing Pipes,Bangalore,4.4,331,14,4496.07
SPLR5620,Supplier_4620,Electrical Wiring,Hyderabad,2.7,434,13,1191.28
SPLR5621,Supplier_4621,Steel,Jaipur,3.1,416,12,2840.38
SPLR5622,Supplier_4622,Wood,Chennai,3.3,342,23,3742.01
SPLR5623,Supplier_4623,Plumbing Pipes,Chennai,4.0,408,5,4714.86
SPLR5624,Supplier_4624,Concrete,Ahmedabad,4.6,59,8,4141.93
SPLR5625,Supplier_4625,Glass,Jaipur,4.1,413,13,3502.9
SPLR5626,Supplier_4626,Wood,Chennai,3.3,458,20,848.01
SPLR5627,Supplier_4627,Plumbing Pipes,Mumbai,4.7,508,9,4756.4
SPLR5628,Supplier_4628,Sand,Jaipur,4.6,846,4,511.63
SPLR5629,Supplier_4629,Concrete,Bangalore,2.8,331,4,1886.79
SPLR5630,Supplier_4630,Bricks,Jaipur,3.6,195,5,3819.47
SPLR5631,Supplier_4631,Concrete,Delhi,2.6,390,1,3017.04
SPLR5632,Supplier_4632,Bricks,Ahmedabad,2.9,916,30,868.76
SPLR5633,Supplier_4633,Plumbing Pipes,Ahmedabad,4.9,510,8,3281.16
SPLR5634,Supplier_4634,Glass,Lucknow,4.1,900,14,4343.95
SPLR5635,Supplier_4635,Sand,Mumbai,3.0,786,19,3830.91
SPLR5636,Supplier_4636,Sand,Chennai,4.2,689,10,1659.12
SPLR5637,Supplier_4637,Tiles,Bangalore,2.9,202,5,973.43
SPLR5638,Supplier_4638,Concrete,Pune,4.2,815,3,4845.45
SPLR5639,Supplier_4639,Concrete,Mumbai,3.6,811,26,3400.13
SPLR5640,Supplier_4640,Bricks,Lucknow,2.8,533,15,3618.96
SPLR5641,Supplier_4641,Tiles,Delhi,2.9,505,12,1837.03
SPLR5642,Supplier_4642,Wood,Mumbai,4.7,703,12,1196.15
SPLR5643,Supplier_4643,Sand,Kolkata,3.0,889,23,2963.25
SPLR5644,Supplier_4644,Sand,Mumbai,2.7,841,17,1546.77
SPLR5645,Supplier_4645,Bricks,Delhi,4.2,839,29,1125.4
SPLR5646,Supplier_4646,Plumbing Pipes,Delhi,3.8,413,30,3091.87
SPLR5647,Supplier_4647,Concrete,Pune,3.0,233,6,1709.78
SPLR5648,Supplier_4648,Bricks,Kolkata,2.8,845,27,4071.67
SPLR5649,Supplier_4649,Bricks,Pune,2.6,789,25,2524.11
SPLR5650,Supplier_4650,Cement,Lucknow,4.4,219,15,2547.45
SPLR5651,Supplier_4651,Steel,Ahmedabad,3.6,748,25,1704.13
SPLR5652,Supplier_4652,Tiles,Lucknow,4.4,860,24,4117.42
SPLR5653,Supplier_4653,Bricks,Delhi,3.4,149,27,617.79
SPLR5654,Supplier_4654,Electrical Wiring,Lucknow,3.1,634,27,1463.95
SPLR5655,Supplier_4655,Concrete,Hyderabad,4.4,284,6,4077.65
SPLR5656,Supplier_4656,Wood,Jaipur,4.5,473,22,1093.73
SPLR5657,Supplier_4657,Bricks,Delhi,4.3,409,10,873.0
SPLR5658,Supplier_4658,Cement,Kolkata,4.7,345,11,722.66
SPLR5659,Supplier_4659,Steel,Hyderabad,3.7,513,3,2439.99
SPLR5660,Supplier_4660,Cement,Chennai,3.9,457,21,1190.41
SPLR5661,Supplier_4661,Tiles,Ahmedabad,4.3,344,12,3617.34
SPLR5662,Supplier_4662,Concrete,Jaipur,3.7,877,15,3001.46
SPLR5663,Supplier_4663,Cement,Lucknow,4.2,259,10,1809.01
SPLR5664,Supplier_4664,Bricks,Delhi,2.8,211,6,3998.67
SPLR5665,Supplier_4665,Steel,Mumbai,4.4,107,29,843.76
SPLR5666,Supplier_4666,Glass,Hyderabad,4.4,165,14,1002.33
SPLR5667,Supplier_4667,Plumbing Pipes,Bangalore,3.2,440,2,845.79
SPLR5668,Supplier_4668,Electrical Wiring,Pune,4.8,554,16,3402.29
SPLR5669,Supplier_4669,Electrical Wiring,Delhi,3.6,895,3,517.18
SPLR5670,Supplier_4670,Sand,Delhi,4.3,498,22,3120.23
SPLR5671,Supplier_4671,Glass,Mumbai,3.4,293,5,4657.25
SPLR5672,Supplier_4672,Tiles,Ahmedabad,4.6,419,17,3870.27
SPLR5673,Supplier_4673,Concrete,Bangalore,4.6,210,29,3324.87
SPLR5674,Supplier_4674,Sand,Delhi,3.8,848,13,4896.13
SPLR5675,Supplier_4675,Tiles,Jaipur,3.1,547,2,2048.2
SPLR5676,Supplier_4676,Tiles,Jaipur,4.4,269,10,3612.29
SPLR5677,Supplier_4677,Bricks,Ahmedabad,3.2,770,6,3356.77
SPLR5678,Supplier_4678,Steel,Ahmedabad,4.9,186,24,1395.75
SPLR5679,Supplier_4679,Glass,Pune,4.5,276,4,2323.22
SPLR5680,Supplier_4680,Concrete,Jaipur,3.7,250,11,2033.44
SPLR5681,Supplier_4681,Glass,Mumbai,4.7,744,20,1818.93
SPLR5682,Supplier_4682,Cement,Chennai,3.2,772,13,4744.3
SPLR5683,Supplier_4683,Steel,Lucknow,3.9,961,13,3130.18
SPLR5684,Supplier_4684,Tiles,Mumbai,3.4,902,25,1727.6
SPLR5685,Supplier_4685,Concrete,Ahmedabad,4.9,110,11,3826.91
SPLR5686,Supplier_4686,Glass,Chennai,4.8,397,6,4542.7
SPLR5687,Supplier_4687,Tiles,Delhi,3.6,63,29,2574.06
SPLR5688,Supplier_4688,Wood,Bangalore,4.0,306,5,3839.0
SPLR5689,Supplier_4689,Bricks,Lucknow,3.9,463,22,521.54
SPLR5690,Supplier_4690,Sand,Bangalore,3.6,421,25,1940.42
SPLR5691,Supplier_4691,Sand,Chennai,2.6,712,19,2597.52
SPLR5692,Supplier_4692,Tiles,Hyderabad,2.6,178,16,2230.03
SPLR5693,Supplier_4693,Glass,Delhi,4.9,184,20,2483.58
SPLR5694,Supplier_4694,Plumbing Pipes,Jaipur,3.1,178,25,3665.25
SPLR5695,Supplier_4695,Electrical Wiring,Pune,3.5,206,29,2597.96
SPLR5696,Supplier_4696,Electrical Wiring,Delhi,4.5,691,14,3067.27
SPLR5697,Supplier_4697,Plumbing Pipes,Delhi,3.5,879,19,1146.89
SPLR5698,Supplier_4698,Sand,Hyderabad,3.6,160,21,1343.46
SPLR5699,Supplier_4699,Glass,Ahmedabad,3.1,321,7,2727.75
SPLR5700,Supplier_4700,Glass,Ahmedabad,3.2,164,4,2584.71
SPLR5701,Supplier_4701,Glass,Hyderabad,4.7,343,9,4149.3
SPLR5702,Supplier_4702,Steel,Ahmedabad,4.1,263,26,4557.17
SPLR5703,Supplier_4703,Electrical Wiring,Jaipur,4.6,442,11,3882.0
SPLR5704,Supplier_4704,Electrical Wiring,Mumbai,3.4,525,20,2492.2
SPLR5705,Supplier_4705,Glass,Pune,4.0,500,1,3169.09
SPLR5706,Supplier_4706,Concrete,Lucknow,3.0,935,7,4132.43
SPLR5707,Supplier_4707,Tiles,Delhi,4.0,958,22,4501.89
SPLR5708,Supplier_4708,Wood,Pune,4.1,342,28,3647.93
SPLR5709,Supplier_4709,Tiles,Jaipur,2.6,826,3,799.24
SPLR5710,Supplier_4710,Electrical Wiring,Lucknow,4.9,223,12,1169.94
SPLR5711,Supplier_4711,Cement,Pune,3.2,686,14,4588.03
SPLR5712,Supplier_4712,Sand,Mumbai,3.8,391,20,870.59
SPLR5713,Supplier_4713,Plumbing Pipes,Chennai,3.2,191,25,3400.49
SPLR5714,Supplier_4714,Plumbing Pipes,Ahmedabad,3.4,456,13,1109.58
SPLR5715,Supplier_4715,Tiles,Lucknow,4.2,362,22,895.34
SPLR5716,Supplier_4716,Wood,Delhi,3.9,193,9,4441.93
SPLR5717,Supplier_4717,Steel,Jaipur,3.1,749,23,4224.33
SPLR5718,Supplier_4718,Electrical Wiring,Hyderabad,2.6,61,11,1450.53
SPLR5719,Supplier_4719,Sand,Hyderabad,4.9,169,14,3767.44
SPLR5720,Supplier_4720,Plumbing Pipes,Hyderabad,4.8,851,27,1264.78
SPLR5721,Supplier_4721,Cement,Pune,4.9,695,10,1444.17
SPLR5722,Supplier_4722,Bricks,Lucknow,4.1,273,18,3136.64
SPLR5723,Supplier_4723,Glass,Chennai,3.7,825,26,4190.68
SPLR5724,Supplier_4724,Electrical Wiring,Ahmedabad,3.6,171,10,3986.23
SPLR5725,Supplier_4725,Sand,Hyderabad,3.9,920,10,2281.34
SPLR5726,Supplier_4726,Tiles,Kolkata,2.9,137,2,4913.63
SPLR5727,Supplier_4727,Electrical Wiring,Jaipur,4.9,901,20,2964.75
SPLR5728,Supplier_4728,Bricks,Jaipur,4.5,134,20,3597.51
SPLR5729,Supplier_4729,Steel,Bangalore,4.0,134,9,784.44
SPLR5730,Supplier_4730,Bricks,Hyderabad,4.1,441,26,860.13
SPLR5731,Supplier_4731,Concrete,Pune,4.1,267,25,2143.38
SPLR5732,Supplier_4732,Wood,Jaipur,4.8,599,26,2279.11
SPLR5733,Supplier_4733,Wood,Pune,4.3,276,23,4080.43
SPLR5734,Supplier_4734,Glass,Chennai,3.5,785,30,3472.89
SPLR5735,Supplier_4735,Plumbing Pipes,Hyderabad,3.7,215,24,1207.1
SPLR5736,Supplier_4736,Concrete,Pune,5.0,606,21,1813.6
SPLR5737,Supplier_4737,Steel,Jaipur,2.9,273,19,3970.99
SPLR5738,Supplier_4738,Glass,Bangalore,3.9,894,21,2498.22
SPLR5739,Supplier_4739,Electrical Wiring,Ahmedabad,4.0,223,21,2149.96
SPLR5740,Supplier_4740,Tiles,Delhi,3.3,828,3,2531.19
SPLR5741,Supplier_4741,Glass,Lucknow,3.7,560,12,2923.09
SPLR5742,Supplier_4742,Concrete,Kolkata,3.3,611,22,796.66
SPLR5743,Supplier_4743,Concrete,Mumbai,2.6,704,20,2816.31
SPLR5744,Supplier_4744,Cement,Ahmedabad,4.1,681,14,3715.2
SPLR5745,Supplier_4745,Steel,Chennai,2.7,850,1,639.7
SPLR5746,Supplier_4746,Bricks,Delhi,3.1,344,14,1180.27
SPLR5747,Supplier_4747,Steel,Kolkata,4.0,84,28,1927.57
SPLR5748,Supplier_4748,Steel,Lucknow,2.9,618,30,3941.54
SPLR5749,Supplier_4749,Cement,Pune,3.0,175,30,3588.91
SPLR5750,Supplier_4750,Plumbing Pipes,Hyderabad,4.9,564,11,4898.09
SPLR5751,Supplier_4751,Plumbing Pipes,Pune,4.1,92,27,924.72
SPLR5752,Supplier_4752,Sand,Mumbai,4.6,164,11,3875.25
SPLR5753,Supplier_4753,Concrete,Bangalore,4.8,661,13,4302.45
SPLR5754,Supplier_4754,Electrical Wiring,Ahmedabad,4.7,643,8,2618.02
SPLR5755,Supplier_4755,Tiles,Hyderabad,4.0,196,28,3656.02
SPLR5756,Supplier_4756,Cement,Kolkata,4.9,247,15,4242.81
SPLR5757,Supplier_4757,Concrete,Jaipur,5.0,55,25,4937.09
SPLR5758,Supplier_4758,Steel,Mumbai,4.5,500,7,2669.04
SPLR5759,Supplier_4759,Electrical Wiring,Delhi,3.9,430,10,4505.08
SPLR5760,Supplier_4760,Electrical Wiring,Bangalore,3.5,313,28,1344.24
SPLR5761,Supplier_4761,Concrete,Kolkata,3.1,864,10,4561.28
SPLR5762,Supplier_4762,Plumbing Pipes,Pune,4.5,280,9,1238.81
SPLR5763,Supplier_4763,Steel,Jaipur,4.8,181,3,2244.58
SPLR5764,Supplier_4764,Wood,Jaipur,3.6,575,3,3661.12
SPLR5765,Supplier_4765,Electrical Wiring,Kolkata,3.4,519,26,4253.21
SPLR5766,Supplier_4766,Concrete,Chennai,3.2,319,16,4312.1
SPLR5767,Supplier_4767,Concrete,Hyderabad,4.0,705,12,1925.66
SPLR5768,Supplier_4768,Bricks,Chennai,3.2,426,11,1704.95
SPLR5769,Supplier_4769,Steel,Mumbai,4.9,616,11,2899.63
SPLR5770,Supplier_4770,Concrete,Pune,3.7,98,16,3440.09
SPLR5771,Supplier_4771,Concrete,Ahmedabad,3.9,611,28,3487.57
SPLR5772,Supplier_4772,Sand,Kolkata,4.2,77,3,1700.07
SPLR5773,Supplier_4773,Tiles,Ahmedabad,4.1,516,23,2982.74
SPLR5774,Supplier_4774,Electrical Wiring,Delhi,2.8,637,11,650.09
SPLR5775,Supplier_4775,Electrical Wiring,Kolkata,3.0,380,21,2983.15
SPLR5776,Supplier_4776,Cement,Pune,2.6,943,13,3530.95
SPLR5777,Supplier_4777,Sand,Ahmedabad,3.6,678,19,1401.87
SPLR5778,Supplier_4778,Sand,Delhi,4.4,910,24,1432.87
SPLR5779,Supplier_4779,Wood,Chennai,4.3,406,10,4013.89
SPLR5780,Supplier_4780,Sand,Delhi,3.0,403,4,4969.34
SPLR5781,Supplier_4781,Tiles,Pune,4.3,406,9,3958.86
SPLR5782,Supplier_4782,Concrete,Pune,2.8,407,11,818.65
SPLR5783,Supplier_4783,Glass,Pune,3.9,647,23,4636.44
SPLR5784,Supplier_4784,Glass,Mumbai,4.7,576,16,2916.39
SPLR5785,Supplier_4785,Plumbing Pipes,Lucknow,3.6,200,25,3484.26
SPLR5786,Supplier_4786,Cement,Mumbai,3.4,636,1,852.54
SPLR5787,Supplier_4787,Wood,Bangalore,3.3,272,9,4226.77
SPLR5788,Supplier_4788,Tiles,Hyderabad,2.9,116,5,4397.34
SPLR5789,Supplier_4789,Plumbing Pipes,Hyderabad,3.7,552,14,1856.81
SPLR5790,Supplier_4790,Wood,Mumbai,4.9,239,29,2062.9
SPLR5791,Supplier_4791,Steel,Lucknow,2.9,549,13,3670.54
SPLR5792,Supplier_4792,Cement,Delhi,4.0,118,18,2712.63
SPLR5793,Supplier_4793,Plumbing Pipes,Ahmedabad,4.6,587,8,2459.54
SPLR5794,Supplier_4794,Bricks,Chennai,4.0,769,4,1314.22
SPLR5795,Supplier_4795,Electrical Wiring,Kolkata,4.8,629,7,1289.74
SPLR5796,Supplier_4796,Steel,Kolkata,4.5,853,13,3876.26
SPLR5797,Supplier_4797,Electrical Wiring,Mumbai,3.2,955,10,1141.54
SPLR5798,Supplier_4798,Electrical Wiring,Pune,4.4,55,20,3261.0
SPLR5799,Supplier_4799,Cement,Chennai,3.2,465,4,2417.07
SPLR5800,Supplier_4800,Concrete,Pune,2.5,970,1,3806.14
SPLR5801,Supplier_4801,Cement,Ahmedabad,4.9,833,17,3284.3
SPLR5802,Supplier_4802,Plumbing Pipes,Pune,3.6,255,18,3618.36
SPLR5803,Supplier_4803,Glass,Ahmedabad,4.6,734,30,4412.72
SPLR5804,Supplier_4804,Concrete,Hyderabad,4.1,577,8,4784.79
SPLR5805,Supplier_4805,Steel,Chennai,2.9,555,1,3681.85
SPLR5806,Supplier_4806,Concrete,Bangalore,2.6,660,6,2202.24
SPLR5807,Supplier_4807,Cement,Jaipur,2.9,116,1,1746.25
SPLR5808,Supplier_4808,Wood,Chennai,3.3,265,13,1652.69
SPLR5809,Supplier_4809,Tiles,Delhi,4.1,385,12,3000.57
SPLR5810,Supplier_4810,Bricks,Hyderabad,2.9,694,24,2064.66
SPLR5811,Supplier_4811,Concrete,Hyderabad,4.1,656,3,4004.82
SPLR5812,Supplier_4812,Bricks,Jaipur,3.1,425,29,1580.55
SPLR5813,Supplier_4813,Sand,Mumbai,4.1,826,1,3615.83
SPLR5814,Supplier_4814,Sand,Bangalore,2.6,481,22,2769.99
SPLR5815,Supplier_4815,Tiles,Bangalore,4.3,637,1,4594.8
SPLR5816,Supplier_4816,Concrete,Bangalore,4.0,953,17,1335.3
SPLR5817,Supplier_4817,Cement,Jaipur,4.2,897,10,4727.1
SPLR5818,Supplier_4818,Electrical Wiring,Lucknow,4.5,77,24,3215.12
SPLR5819,Supplier_4819,Plumbing Pipes,Mumbai,3.9,831,22,2346.63
SPLR5820,Supplier_4820,Bricks,Pune,4.9,922,29,3739.05
SPLR5821,Supplier_4821,Tiles,Delhi,2.6,127,27,4675.36
SPLR5822,Supplier_4822,Steel,Ahmedabad,3.1,342,12,4809.27
SPLR5823,Supplier_4823,Plumbing Pipes,Mumbai,3.1,546,25,2129.44
SPLR5824,Supplier_4824,Glass,Ahmedabad,4.8,363,28,1040.28
SPLR5825,Supplier_4825,Electrical Wiring,Pune,3.0,724,20,2621.75
SPLR5826,Supplier_4826,Glass,Jaipur,4.0,501,22,1852.96
SPLR5827,Supplier_4827,Sand,Jaipur,2.7,716,6,2617.26
SPLR5828,Supplier_4828,Tiles,Ahmedabad,2.6,459,18,508.48
SPLR5829,Supplier_4829,Wood,Ahmedabad,5.0,982,23,620.21
SPLR5830,Supplier_4830,Tiles,Chennai,3.5,987,25,4408.51
SPLR5831,Supplier_4831,Cement,Jaipur,2.7,68,24,1978.8
SPLR5832,Supplier_4832,Sand,Bangalore,3.8,50,28,2413.38
SPLR5833,Supplier_4833,Electrical Wiring,Ahmedabad,3.1,742,29,2357.8
SPLR5834,Supplier_4834,Cement,Mumbai,2.7,289,5,3927.56
SPLR5835,Supplier_4835,Steel,Kolkata,3.2,574,21,528.05
SPLR5836,Supplier_4836,Cement,Jaipur,4.7,806,29,4454.81
SPLR5837,Supplier_4837,Steel,Delhi,4.4,312,15,3898.26
SPLR5838,Supplier_4838,Tiles,Ahmedabad,4.6,952,7,2654.45
SPLR5839,Supplier_4839,Concrete,Pune,2.8,418,7,2760.45
SPLR5840,Supplier_4840,Concrete,Jaipur,4.7,552,17,3155.97
SPLR5841,Supplier_4841,Glass,Bangalore,3.8,563,30,1157.1
SPLR5842,Supplier_4842,Plumbing Pipes,Hyderabad,4.2,402,24,2372.66
SPLR5843,Supplier_4843,Glass,Pune,4.2,132,27,954.61
SPLR5844,Supplier_4844,Bricks,Mumbai,2.9,991,7,890.95
SPLR5845,Supplier_4845,Tiles,Lucknow,4.8,989,2,909.84
SPLR5846,Supplier_4846,Sand,Pune,4.0,825,2,4390.25
SPLR5847,Supplier_4847,Steel,Pune,2.8,201,11,3216.66
SPLR5848,Supplier_4848,Sand,Lucknow,4.2,532,28,2374.03
SPLR5849,Supplier_4849,Tiles,Kolkata,2.8,230,5,4379.23
SPLR5850,Supplier_4850,Concrete,Pune,4.5,72,10,2484.05
SPLR5851,Supplier_4851,Cement,Chennai,2.7,139,25,929.56
SPLR5852,Supplier_4852,Steel,Mumbai,2.9,593,28,4027.24
SPLR5853,Supplier_4853,Concrete,Lucknow,2.8,952,26,3726.55
SPLR5854,Supplier_4854,Bricks,Bangalore,3.0,225,19,3259.67
SPLR5855,Supplier_4855,Steel,Mumbai,2.6,449,24,518.27
SPLR5856,Supplier_4856,Steel,Jaipur,3.9,635,27,2906.26
SPLR5857,Supplier_4857,Sand,Mumbai,4.6,375,12,3655.3
SPLR5858,Supplier_4858,Bricks,Chennai,3.8,851,8,3877.04
SPLR5859,Supplier_4859,Steel,Bangalore,4.8,221,12,1599.57
SPLR5860,Supplier_4860,Concrete,Lucknow,4.2,701,3,4416.36
SPLR5861,Supplier_4861,Sand,Mumbai,4.2,142,11,1165.11
SPLR5862,Supplier_4862,Tiles,Bangalore,4.0,255,18,1982.15
SPLR5863,Supplier_4863,Wood,Pune,4.8,846,21,3330.9
SPLR5864,Supplier_4864,Plumbing Pipes,Jaipur,2.8,96,6,3131.67
SPLR5865,Supplier_4865,Plumbing Pipes,Hyderabad,2.8,526,29,882.57
SPLR5866,Supplier_4866,Electrical Wiring,Ahmedabad,2.5,313,28,2456.55
SPLR5867,Supplier_4867,Glass,Pune,2.6,530,29,4485.27
SPLR5868,Supplier_4868,Glass,Kolkata,4.0,420,10,1730.94
SPLR5869,Supplier_4869,Concrete,Kolkata,3.7,825,14,821.56
SPLR5870,Supplier_4870,Glass,Mumbai,3.3,772,7,4940.07
SPLR5871,Supplier_4871,Wood,Chennai,3.3,835,10,892.68
SPLR5872,Supplier_4872,Plumbing Pipes,Bangalore,3.1,555,5,1728.52
SPLR5873,Supplier_4873,Concrete,Kolkata,2.7,258,22,2940.51
SPLR5874,Supplier_4874,Wood,Delhi,3.2,777,3,1104.4
SPLR5875,Supplier_4875,Bricks,Ahmedabad,4.9,263,28,2863.53
SPLR5876,Supplier_4876,Concrete,Delhi,3.8,666,12,1417.98
SPLR5877,Supplier_4877,Sand,Lucknow,3.2,790,2,986.02
SPLR5878,Supplier_4878,Concrete,Kolkata,3.7,227,19,2094.33
SPLR5879,Supplier_4879,Concrete,Jaipur,4.0,632,6,1872.13
SPLR5880,Supplier_4880,Steel,Chennai,4.3,823,27,2103.68
SPLR5881,Supplier_4881,Tiles,Lucknow,4.8,921,24,1888.95
SPLR5882,Supplier_4882,Bricks,Chennai,3.8,73,16,2298.31
SPLR5883,Supplier_4883,Sand,Mumbai,3.6,239,14,3304.81
SPLR5884,Supplier_4884,Bricks,Mumbai,3.1,456,10,4751.01
SPLR5885,Supplier_4885,Tiles,Lucknow,4.9,660,4,4041.21
SPLR5886,Supplier_4886,Glass,Hyderabad,4.2,548,7,4917.07
SPLR5887,Supplier_4887,Steel,Mumbai,2.8,230,27,2026.79
SPLR5888,Supplier_4888,Bricks,Hyderabad,4.4,842,24,816.91
SPLR5889,Supplier_4889,Steel,Delhi,3.2,86,23,4316.53
SPLR5890,Supplier_4890,Wood,Mumbai,4.6,142,17,2716.64
SPLR5891,Supplier_4891,Wood,Hyderabad,4.0,105,8,1866.72
SPLR5892,Supplier_4892,Glass,Mumbai,4.8,933,17,3834.88
SPLR5893,Supplier_4893,Electrical Wiring,Hyderabad,3.6,72,25,2887.98
SPLR5894,Supplier_4894,Wood,Ahmedabad,4.0,583,18,1872.96
SPLR5895,Supplier_4895,Plumbing Pipes,Delhi,5.0,970,21,4117.28
SPLR5896,Supplier_4896,Steel,Jaipur,2.9,166,29,3843.84
SPLR5897,Supplier_4897,Bricks,Hyderabad,3.5,420,3,2048.81
SPLR5898,Supplier_4898,Plumbing Pipes,Ahmedabad,2.6,90,10,3191.35
SPLR5899,Supplier_4899,Plumbing Pipes,Chennai,3.6,914,21,2240.86
SPLR5900,Supplier_4900,Bricks,Lucknow,3.7,623,6,602.62
SPLR5901,Supplier_4901,Plumbing Pipes,Chennai,3.5,746,19,2620.38
SPLR5902,Supplier_4902,Glass,Hyderabad,2.6,691,2,4539.16
SPLR5903,Supplier_4903,Tiles,Hyderabad,2.7,475,21,2177.05
SPLR5904,Supplier_4904,Cement,Pune,3.3,237,13,1406.08
SPLR5905,Supplier_4905,Wood,Lucknow,5.0,448,6,3204.7
SPLR5906,Supplier_4906,Tiles,Bangalore,3.2,275,25,4094.35
SPLR5907,Supplier_4907,Cement,Mumbai,3.3,247,22,708.7
SPLR5908,Supplier_4908,Electrical Wiring,Delhi,4.9,242,5,1588.54
SPLR5909,Supplier_4909,Concrete,Kolkata,4.1,626,15,3811.08
SPLR5910,Supplier_4910,Cement,Chennai,3.2,925,8,2588.82
SPLR5911,Supplier_4911,Tiles,Lucknow,2.9,582,27,3404.29
SPLR5912,Supplier_4912,Concrete,Mumbai,4.4,59,4,2109.81
SPLR5913,Supplier_4913,Cement,Ahmedabad,2.9,677,5,672.93
SPLR5914,Supplier_4914,Sand,Delhi,3.2,877,16,4576.62
SPLR5915,Supplier_4915,Tiles,Jaipur,3.0,754,14,1021.16
SPLR5916,Supplier_4916,Plumbing Pipes,Kolkata,3.6,441,30,4209.38
SPLR5917,Supplier_4917,Bricks,Ahmedabad,4.3,162,29,4091.15
SPLR5918,Supplier_4918,Electrical Wiring,Hyderabad,3.1,531,26,776.87
