Construction Site,Supplier Name,Material Type,Location,Supplier Rating,Supply Capacity (tons/month),Average Delivery Time (days),Cost per Unit (INR),Workforce Allocation,Predicted Delay Reduction (days)
Site_6156,Supplier_11,Steel,Chennai,3,350,7,301.65,112,12
Site_6157,Supplier_39,Sand,Bangalore,3,148,13,398.67,93,5
Site_6158,Supplier_94,Bricks,Delhi,3,113,8,187.3,55,1
Site_6159,Supplier_53,Steel,Mumbai,4,471,12,360.28,60,5
Site_6160,Supplier_22,Concrete,Mumbai,1,82,10,205.52,121,19
Site_6161,Supplier_23,Bricks,Delhi,1,327,12,130.52,136,0
Site_6162,Supplier_38,Concrete,Kolkata,5,413,2,374.44,131,16
Site_6163,Supplier_22,Sand,Chennai,4,355,10,435.05,69,12
Site_6164,Supplier_59,Cement,Bangalore,2,61,5,405.63,41,18
Site_6165,Supplier_21,Sand,Delhi,2,414,5,486.6,117,18
Site_6166,Supplier_18,Cement,Kolkata,5,334,13,493.8,164,4
Site_6167,Supplier_10,Concrete,Bangalore,2,57,7,270.57,83,16
Site_6168,Supplier_92,Cement,Mumbai,5,315,8,262.83,134,14
Site_6169,Supplier_18,Cement,Mumbai,1,277,13,385.11,149,8
Site_6170,Supplier_13,Steel,Chennai,2,294,6,396.85,107,7
Site_6171,Supplier_37,Steel,Chennai,4,472,13,435.9,154,10
Site_6172,Supplier_86,Bricks,Chennai,2,319,7,183.39,58,5
Site_6173,Supplier_79,Cement,Bangalore,5,73,3,297.7,179,4
Site_6174,Supplier_66,Steel,Delhi,3,96,3,397.13,140,3
Site_6175,Supplier_33,Cement,Chennai,5,497,10,382.82,33,14
Site_6176,Supplier_63,Cement,Mumbai,4,140,8,283.65,102,4
Site_6177,Supplier_68,Cement,Kolkata,4,315,2,484.38,186,13
Site_6178,Supplier_90,Steel,Chennai,3,210,5,425.93,114,3
Site_6179,Supplier_1,Sand,Kolkata,2,410,14,216.67,19,14
Site_6180,Supplier_64,Sand,Chennai,5,207,11,221.33,122,1
Site_6181,Supplier_20,Cement,Kolkata,1,182,8,117.41,69,14
Site_6182,Supplier_74,Steel,Bangalore,5,149,13,429.36,18,15
Site_6183,Supplier_97,Concrete,Kolkata,5,167,9,473.74,91,10
Site_6184,Supplier_44,Concrete,Kolkata,5,85,1,181.29,30,15
Site_6185,Supplier_31,Cement,Kolkata,5,466,2,335.89,55,6
Site_6186,Supplier_62,Steel,Bangalore,3,252,10,145.56,78,7
Site_6187,Supplier_8,Steel,Kolkata,2,241,8,383.34,181,17
Site_6188,Supplier_56,Steel,Delhi,1,96,6,200.7,86,3
Site_6189,Supplier_76,Sand,Kolkata,4,120,4,171.96,57,10
Site_6190,Supplier_81,Steel,Delhi,1,108,13,229.57,172,6
Site_6191,Supplier_94,Concrete,Chennai,2,185,14,256.01,34,17
Site_6192,Supplier_31,Cement,Kolkata,1,308,12,297.42,196,13
Site_6193,Supplier_14,Bricks,Chennai,1,316,1,350.83,99,9
Site_6194,Supplier_33,Bricks,Bangalore,4,304,11,201.07,54,6
Site_6195,Supplier_82,Concrete,Kolkata,2,193,10,362.89,105,3
Site_6196,Supplier_60,Concrete,Delhi,3,211,2,109.87,193,15
Site_6197,Supplier_43,Sand,Chennai,2,331,6,323.41,82,15
Site_6198,Supplier_88,Sand,Mumbai,4,351,12,412.75,173,3
Site_6199,Supplier_27,Sand,Delhi,5,107,2,243.01,192,12
Site_6200,Supplier_54,Bricks,Bangalore,1,215,1,251.16,157,13
Site_6201,Supplier_29,Sand,Chennai,5,419,7,288.37,90,10
Site_6202,Supplier_36,Sand,Delhi,4,425,1,320.5,21,14
Site_6203,Supplier_45,Sand,Kolkata,3,77,7,450.41,147,8
Site_6204,Supplier_95,Concrete,Kolkata,1,84,5,442.91,86,16
Site_6205,Supplier_49,Bricks,Kolkata,3,221,10,243.87,192,4
Site_6206,Supplier_78,Sand,Delhi,3,417,4,494.47,172,13
Site_6207,Supplier_3,Bricks,Bangalore,4,400,13,425.49,152,19
Site_6208,Supplier_3,Concrete,Delhi,1,103,6,192.61,53,2
Site_6209,Supplier_15,Sand,Bangalore,2,269,7,147.33,195,18
Site_6210,Supplier_91,Concrete,Kolkata,1,478,10,255.33,45,3
Site_6211,Supplier_67,Concrete,Delhi,3,286,9,422.76,163,7
Site_6212,Supplier_87,Bricks,Delhi,2,95,4,468.95,72,6
Site_6213,Supplier_60,Concrete,Bangalore,3,137,8,442.66,113,0
Site_6214,Supplier_67,Bricks,Mumbai,2,287,1,310.52,151,8
Site_6215,Supplier_78,Steel,Bangalore,1,382,6,119.33,119,16
Site_6216,Supplier_39,Concrete,Kolkata,2,404,10,245.38,138,3
Site_6217,Supplier_93,Steel,Bangalore,5,96,1,106.69,56,16
Site_6218,Supplier_80,Concrete,Bangalore,4,470,6,393.27,54,15
Site_6219,Supplier_79,Steel,Chennai,4,199,7,433.3,74,3
Site_6220,Supplier_33,Cement,Delhi,5,408,2,232.09,85,9
Site_6221,Supplier_31,Steel,Mumbai,1,84,12,161.8,183,7
Site_6222,Supplier_20,Bricks,Delhi,2,230,13,173.81,75,3
Site_6223,Supplier_68,Steel,Bangalore,1,346,4,134.66,121,2
Site_6224,Supplier_2,Steel,Delhi,3,92,3,302.69,99,8
Site_6225,Supplier_11,Concrete,Mumbai,4,153,9,325.15,47,12
Site_6226,Supplier_80,Bricks,Bangalore,3,70,13,186.53,194,1
Site_6227,Supplier_17,Sand,Bangalore,4,238,14,390.21,105,15
Site_6228,Supplier_6,Cement,Chennai,1,124,5,175.11,124,4
Site_6229,Supplier_84,Cement,Bangalore,4,301,8,263.81,196,8
Site_6230,Supplier_40,Sand,Kolkata,5,374,12,191.96,23,6
Site_6231,Supplier_3,Concrete,Kolkata,4,353,11,102.78,156,9
Site_6232,Supplier_9,Steel,Bangalore,2,364,3,275.25,70,4
Site_6233,Supplier_55,Cement,Delhi,2,302,4,305.22,142,1
Site_6234,Supplier_45,Bricks,Kolkata,5,211,3,379.15,131,18
Site_6235,Supplier_26,Concrete,Kolkata,2,124,1,470.1,191,2
Site_6236,Supplier_65,Bricks,Kolkata,4,57,4,461.85,132,2
Site_6237,Supplier_65,Concrete,Bangalore,4,493,5,132.03,107,1
Site_6238,Supplier_81,Bricks,Bangalore,3,314,14,284.4,52,18
Site_6239,Supplier_63,Concrete,Kolkata,5,111,1,371.85,127,3
Site_6240,Supplier_33,Cement,Mumbai,4,398,8,399.29,66,6
Site_6241,Supplier_37,Bricks,Chennai,1,175,4,298.91,162,0
Site_6242,Supplier_11,Bricks,Chennai,1,475,2,455.99,43,7
Site_6243,Supplier_25,Steel,Mumbai,4,129,11,339.72,119,2
Site_6244,Supplier_16,Cement,Kolkata,2,300,13,499.61,94,18
Site_6245,Supplier_48,Concrete,Bangalore,3,267,7,493.03,137,17
Site_6246,Supplier_23,Concrete,Bangalore,5,168,14,477.93,45,18
Site_6247,Supplier_19,Sand,Bangalore,4,420,7,143.96,153,2
Site_6248,Supplier_95,Bricks,Kolkata,3,350,1,437.59,148,18
Site_6249,Supplier_79,Sand,Delhi,3,166,4,465.06,103,16
Site_6250,Supplier_39,Bricks,Mumbai,4,59,10,476.52,153,17
Site_6251,Supplier_48,Cement,Mumbai,1,239,8,384.66,135,16
Site_6252,Supplier_54,Concrete,Chennai,5,114,6,490.05,89,7
Site_6253,Supplier_62,Steel,Kolkata,5,232,5,125.59,147,1
Site_6254,Supplier_82,Sand,Bangalore,5,134,10,338.04,192,19
Site_6255,Supplier_16,Steel,Delhi,4,54,13,499.61,145,15
Site_6256,Supplier_36,Cement,Mumbai,4,438,8,389.1,139,18
Site_6257,Supplier_32,Steel,Mumbai,3,447,13,270.41,166,1
Site_6258,Supplier_65,Steel,Delhi,5,404,11,148.78,117,19
Site_6259,Supplier_34,Concrete,Chennai,2,299,5,113.77,23,2
Site_6260,Supplier_15,Bricks,Chennai,5,102,1,424.17,92,19
Site_6261,Supplier_45,Concrete,Mumbai,2,73,14,402.7,25,6
Site_6262,Supplier_92,Concrete,Kolkata,2,275,5,427.84,66,5
Site_6263,Supplier_20,Sand,Chennai,4,127,13,294.57,36,10
Site_6264,Supplier_78,Steel,Kolkata,1,236,7,357.32,184,11
Site_6265,Supplier_58,Bricks,Chennai,5,258,3,146.79,52,18
Site_6266,Supplier_89,Concrete,Mumbai,2,232,10,237.23,107,11
Site_6267,Supplier_97,Steel,Delhi,4,79,7,192.56,173,6
Site_6268,Supplier_14,Bricks,Kolkata,4,269,10,477.27,145,8
Site_6269,Supplier_96,Cement,Bangalore,1,72,8,359.69,175,13
Site_6270,Supplier_46,Sand,Mumbai,3,229,10,116.49,126,1
Site_6271,Supplier_92,Bricks,Chennai,3,120,13,235.54,46,7
Site_6272,Supplier_25,Bricks,Mumbai,5,289,10,153.85,100,19
Site_6273,Supplier_45,Sand,Kolkata,4,491,12,443.89,110,17
Site_6274,Supplier_73,Steel,Kolkata,5,465,3,145.02,44,8
Site_6275,Supplier_39,Cement,Chennai,1,349,7,418.06,117,3
Site_6276,Supplier_81,Concrete,Kolkata,2,311,10,497.97,80,2
Site_6277,Supplier_59,Concrete,Delhi,3,272,5,389.68,42,4
Site_6278,Supplier_82,Sand,Chennai,2,392,10,456.11,86,7
Site_6279,Supplier_79,Bricks,Delhi,3,70,5,190.31,24,4
Site_6280,Supplier_90,Steel,Bangalore,2,256,9,408.72,145,13
Site_6281,Supplier_34,Bricks,Mumbai,5,436,6,472.78,24,7
Site_6282,Supplier_35,Concrete,Chennai,4,113,14,103.06,178,3
Site_6283,Supplier_19,Sand,Chennai,4,457,2,220.84,57,10
Site_6284,Supplier_20,Steel,Mumbai,2,100,5,225.19,81,4
Site_6285,Supplier_25,Sand,Kolkata,4,185,14,246.74,168,15
Site_6286,Supplier_44,Bricks,Bangalore,3,498,3,311.85,14,1
Site_6287,Supplier_85,Sand,Delhi,5,176,4,120.92,123,8
Site_6288,Supplier_53,Sand,Mumbai,1,459,14,499.71,83,0
Site_6289,Supplier_5,Sand,Bangalore,5,101,12,230.67,88,16
Site_6290,Supplier_54,Cement,Delhi,4,160,4,303.73,173,8
Site_6291,Supplier_53,Sand,Chennai,2,361,10,280.88,197,12
Site_6292,Supplier_32,Sand,Bangalore,4,155,12,283.61,59,14
Site_6293,Supplier_48,Cement,Kolkata,3,320,7,126.64,27,5
Site_6294,Supplier_36,Cement,Kolkata,5,290,6,429.1,105,4
Site_6295,Supplier_29,Steel,Chennai,3,400,11,151.12,69,6
Site_6296,Supplier_13,Sand,Mumbai,3,151,6,104.2,64,1
Site_6297,Supplier_34,Sand,Bangalore,4,434,10,150.7,30,17
Site_6298,Supplier_62,Cement,Delhi,4,364,9,107.87,43,16
Site_6299,Supplier_96,Steel,Mumbai,2,347,12,380.63,115,2
Site_6300,Supplier_41,Concrete,Chennai,3,175,2,417.96,156,15
Site_6301,Supplier_13,Steel,Chennai,2,299,3,349.39,172,8
Site_6302,Supplier_43,Cement,Mumbai,1,486,9,108.0,29,19
Site_6303,Supplier_68,Concrete,Chennai,5,399,12,130.56,142,18
Site_6304,Supplier_49,Steel,Bangalore,1,185,6,465.51,66,19
Site_6305,Supplier_62,Sand,Mumbai,2,351,5,349.16,177,1
Site_6306,Supplier_57,Sand,Delhi,4,349,11,361.72,159,15
Site_6307,Supplier_64,Sand,Kolkata,1,270,8,368.47,123,16
Site_6308,Supplier_89,Cement,Chennai,5,125,11,107.27,133,6
Site_6309,Supplier_56,Steel,Chennai,5,205,6,395.52,130,4
Site_6310,Supplier_69,Concrete,Mumbai,1,317,6,428.83,38,18
Site_6311,Supplier_94,Steel,Delhi,1,468,1,477.81,26,0
Site_6312,Supplier_11,Sand,Kolkata,2,462,8,155.8,145,1
Site_6313,Supplier_32,Cement,Chennai,1,374,4,136.26,108,5
Site_6314,Supplier_12,Steel,Bangalore,1,184,7,370.49,100,11
Site_6315,Supplier_61,Cement,Mumbai,1,387,6,485.32,98,19
Site_6316,Supplier_53,Steel,Chennai,3,66,2,397.5,100,10
Site_6317,Supplier_53,Concrete,Mumbai,4,97,3,275.77,52,0
Site_6318,Supplier_20,Concrete,Chennai,4,197,8,362.49,16,10
Site_6319,Supplier_24,Bricks,Mumbai,2,175,7,381.8,166,6
Site_6320,Supplier_80,Bricks,Bangalore,2,497,10,328.62,35,13
Site_6321,Supplier_92,Cement,Mumbai,5,143,11,154.03,83,2
Site_6322,Supplier_88,Steel,Kolkata,4,376,6,128.92,146,2
Site_6323,Supplier_5,Steel,Chennai,2,317,13,111.56,157,3
Site_6324,Supplier_15,Cement,Chennai,2,378,4,391.42,189,16
Site_6325,Supplier_34,Sand,Delhi,4,306,11,456.17,170,19
Site_6326,Supplier_53,Concrete,Bangalore,5,434,13,192.67,31,17
Site_6327,Supplier_50,Bricks,Delhi,3,252,11,419.1,92,16
Site_6328,Supplier_94,Sand,Chennai,1,88,1,486.61,129,19
Site_6329,Supplier_25,Steel,Mumbai,3,498,14,340.99,22,5
Site_6330,Supplier_97,Steel,Chennai,3,136,7,323.56,44,9
Site_6331,Supplier_83,Cement,Delhi,4,219,11,487.35,132,4
Site_6332,Supplier_17,Concrete,Kolkata,3,493,13,396.58,36,18
Site_6333,Supplier_44,Cement,Kolkata,1,350,11,190.48,149,6
Site_6334,Supplier_5,Sand,Kolkata,1,134,1,473.3,35,9
Site_6335,Supplier_27,Bricks,Kolkata,5,358,2,421.38,14,7
Site_6336,Supplier_37,Steel,Chennai,1,318,6,220.95,62,2
Site_6337,Supplier_85,Concrete,Mumbai,2,441,1,106.1,175,16
Site_6338,Supplier_8,Steel,Chennai,2,290,12,269.66,21,2
Site_6339,Supplier_95,Bricks,Mumbai,2,449,4,361.04,142,17
Site_6340,Supplier_41,Steel,Bangalore,1,449,7,364.38,174,5
Site_6341,Supplier_1,Bricks,Mumbai,2,318,10,457.68,146,0
Site_6342,Supplier_91,Cement,Chennai,3,283,7,188.51,65,5
Site_6343,Supplier_46,Steel,Kolkata,1,352,9,425.7,186,13
Site_6344,Supplier_36,Concrete,Mumbai,3,309,4,491.32,119,9
Site_6345,Supplier_42,Concrete,Bangalore,5,78,14,203.29,149,2
Site_6346,Supplier_3,Steel,Bangalore,2,304,6,106.67,191,15
Site_6347,Supplier_54,Concrete,Kolkata,3,427,14,380.21,156,10
Site_6348,Supplier_8,Cement,Bangalore,5,305,4,411.36,178,19
Site_6349,Supplier_22,Sand,Bangalore,5,89,6,148.94,154,12
Site_6350,Supplier_77,Cement,Mumbai,3,451,13,137.56,142,13
Site_6351,Supplier_52,Cement,Kolkata,1,164,13,318.64,52,3
Site_6352,Supplier_6,Concrete,Delhi,5,200,6,432.54,24,11
Site_6353,Supplier_89,Cement,Chennai,4,432,4,231.16,165,17
Site_6354,Supplier_68,Cement,Bangalore,4,89,3,376.68,169,14
Site_6355,Supplier_7,Sand,Bangalore,1,116,9,110.8,67,15
Site_6356,Supplier_72,Cement,Chennai,2,456,12,480.37,114,9
Site_6357,Supplier_37,Concrete,Bangalore,3,94,12,413.28,14,16
Site_6358,Supplier_9,Bricks,Kolkata,2,89,10,340.09,138,15
Site_6359,Supplier_71,Steel,Chennai,1,261,13,417.19,155,13
Site_6360,Supplier_55,Sand,Mumbai,2,432,1,186.19,67,0
Site_6361,Supplier_28,Steel,Delhi,2,311,4,492.6,45,8
Site_6362,Supplier_97,Concrete,Delhi,2,98,8,202.52,74,2
Site_6363,Supplier_96,Steel,Chennai,3,489,7,356.12,52,9
Site_6364,Supplier_41,Steel,Bangalore,5,238,10,164.59,21,19
Site_6365,Supplier_67,Sand,Chennai,5,441,5,153.33,129,15
Site_6366,Supplier_21,Concrete,Mumbai,3,225,14,112.97,167,0
Site_6367,Supplier_84,Concrete,Mumbai,4,498,4,248.97,12,7
Site_6368,Supplier_46,Bricks,Chennai,3,265,6,475.55,167,4
Site_6369,Supplier_1,Steel,Chennai,2,374,6,471.49,36,10
Site_6370,Supplier_49,Cement,Delhi,5,199,8,190.81,126,8
Site_6371,Supplier_40,Steel,Bangalore,2,296,2,117.76,127,13
Site_6372,Supplier_92,Steel,Mumbai,4,499,5,281.59,128,14
Site_6373,Supplier_84,Steel,Kolkata,2,80,6,122.87,63,9
Site_6374,Supplier_87,Sand,Mumbai,3,386,2,387.01,146,0
Site_6375,Supplier_86,Cement,Chennai,4,368,8,166.98,153,15
Site_6376,Supplier_73,Concrete,Chennai,4,406,13,275.35,184,14
Site_6377,Supplier_39,Bricks,Bangalore,2,200,10,189.26,51,9
Site_6378,Supplier_44,Steel,Mumbai,3,79,2,455.24,44,15
Site_6379,Supplier_1,Concrete,Mumbai,3,255,9,418.92,26,5
Site_6380,Supplier_25,Concrete,Delhi,3,223,8,475.29,22,4
Site_6381,Supplier_88,Steel,Kolkata,1,411,10,249.57,65,19
Site_6382,Supplier_77,Bricks,Kolkata,1,318,11,491.71,82,19
Site_6383,Supplier_74,Steel,Kolkata,4,108,11,176.0,95,7
Site_6384,Supplier_86,Sand,Delhi,3,467,14,131.42,86,18
Site_6385,Supplier_86,Cement,Delhi,3,343,9,495.9,129,3
Site_6386,Supplier_11,Steel,Bangalore,2,263,2,308.77,123,19
Site_6387,Supplier_48,Steel,Bangalore,3,406,11,275.39,52,15
Site_6388,Supplier_83,Bricks,Mumbai,2,160,6,417.05,89,12
Site_6389,Supplier_76,Sand,Mumbai,1,253,11,128.63,139,9
Site_6390,Supplier_39,Sand,Kolkata,4,353,7,170.23,41,7
Site_6391,Supplier_41,Steel,Kolkata,1,165,8,376.99,56,9
Site_6392,Supplier_11,Bricks,Delhi,3,453,11,274.95,20,10
Site_6393,Supplier_82,Sand,Bangalore,4,135,7,134.13,159,4
Site_6394,Supplier_57,Cement,Bangalore,4,270,13,102.12,117,19
Site_6395,Supplier_99,Cement,Mumbai,5,93,2,443.26,150,15
Site_6396,Supplier_25,Bricks,Bangalore,3,495,7,438.84,139,1
Site_6397,Supplier_3,Bricks,Delhi,2,438,5,171.77,111,16
Site_6398,Supplier_67,Cement,Delhi,3,339,13,440.28,41,17
Site_6399,Supplier_66,Cement,Kolkata,5,155,4,122.74,188,15
Site_6400,Supplier_2,Cement,Mumbai,3,57,4,262.75,172,8
Site_6401,Supplier_97,Cement,Chennai,1,117,9,348.62,88,16
Site_6402,Supplier_97,Concrete,Chennai,4,345,8,323.83,70,2
Site_6403,Supplier_82,Cement,Bangalore,2,220,3,163.44,156,18
Site_6404,Supplier_38,Steel,Mumbai,3,316,13,476.76,165,1
Site_6405,Supplier_67,Concrete,Delhi,1,292,9,200.55,12,15
Site_6406,Supplier_37,Cement,Mumbai,3,150,3,168.9,171,4
Site_6407,Supplier_5,Concrete,Chennai,3,66,14,285.13,141,1
Site_6408,Supplier_47,Bricks,Kolkata,4,111,6,377.14,79,2
Site_6409,Supplier_40,Sand,Delhi,5,432,14,220.01,183,7
Site_6410,Supplier_66,Bricks,Mumbai,2,466,2,358.66,71,14
Site_6411,Supplier_24,Sand,Bangalore,1,425,5,280.15,55,9
Site_6412,Supplier_25,Bricks,Kolkata,5,233,8,105.47,172,4
Site_6413,Supplier_49,Cement,Kolkata,5,499,5,314.84,100,7
Site_6414,Supplier_91,Sand,Chennai,1,427,9,189.97,65,18
Site_6415,Supplier_7,Concrete,Mumbai,2,495,4,484.98,106,9
Site_6416,Supplier_40,Sand,Kolkata,5,421,5,365.0,73,15
Site_6417,Supplier_9,Cement,Kolkata,5,483,9,413.49,104,9
Site_6418,Supplier_76,Steel,Delhi,1,467,1,372.62,185,1
Site_6419,Supplier_28,Cement,Mumbai,2,312,8,303.87,196,18
Site_6420,Supplier_61,Cement,Kolkata,4,59,3,174.2,95,5
Site_6421,Supplier_56,Sand,Mumbai,5,433,13,418.89,28,10
Site_6422,Supplier_71,Concrete,Kolkata,2,138,12,383.27,20,5
Site_6423,Supplier_47,Concrete,Bangalore,4,107,8,295.22,100,5
Site_6424,Supplier_93,Concrete,Delhi,2,183,4,248.27,175,11
Site_6425,Supplier_48,Steel,Chennai,5,387,1,495.28,196,0
Site_6426,Supplier_83,Steel,Mumbai,4,95,13,495.11,73,3
Site_6427,Supplier_91,Cement,Kolkata,5,158,7,256.05,67,11
Site_6428,Supplier_20,Bricks,Chennai,5,377,8,111.51,123,14
Site_6429,Supplier_91,Cement,Kolkata,4,235,9,107.94,179,13
Site_6430,Supplier_47,Steel,Kolkata,2,247,5,108.9,50,14
Site_6431,Supplier_10,Concrete,Chennai,4,297,5,223.13,39,3
Site_6432,Supplier_86,Concrete,Kolkata,5,374,9,257.37,138,11
Site_6433,Supplier_13,Bricks,Chennai,1,151,14,224.83,106,0
Site_6434,Supplier_52,Cement,Chennai,4,330,2,259.94,163,14
Site_6435,Supplier_26,Sand,Chennai,3,206,9,403.89,117,12
Site_6436,Supplier_84,Cement,Kolkata,4,278,14,160.95,157,12
Site_6437,Supplier_55,Sand,Mumbai,4,458,11,407.05,130,17
Site_6438,Supplier_23,Sand,Delhi,5,181,13,141.0,189,5
Site_6439,Supplier_79,Concrete,Delhi,1,388,9,177.53,22,19
Site_6440,Supplier_33,Sand,Kolkata,5,449,1,198.79,175,1
Site_6441,Supplier_23,Bricks,Kolkata,1,270,3,234.18,12,13
Site_6442,Supplier_91,Steel,Bangalore,4,101,14,241.09,181,0
Site_6443,Supplier_79,Steel,Mumbai,3,240,9,292.19,78,10
Site_6444,Supplier_94,Bricks,Mumbai,2,267,9,480.13,144,17
Site_6445,Supplier_63,Steel,Kolkata,5,309,5,431.75,78,18
Site_6446,Supplier_15,Cement,Chennai,5,81,12,350.43,169,6
Site_6447,Supplier_20,Bricks,Kolkata,5,488,5,278.85,95,0
Site_6448,Supplier_79,Bricks,Chennai,4,324,11,478.95,181,0
Site_6449,Supplier_3,Sand,Mumbai,5,63,9,388.74,133,13
Site_6450,Supplier_84,Concrete,Bangalore,2,150,3,125.93,178,6
Site_6451,Supplier_3,Sand,Kolkata,2,448,12,288.93,108,14
Site_6452,Supplier_70,Bricks,Bangalore,4,89,6,470.81,114,19
Site_6453,Supplier_70,Concrete,Chennai,3,377,11,382.91,158,19
Site_6454,Supplier_6,Steel,Delhi,1,238,4,378.44,135,14
Site_6455,Supplier_96,Bricks,Chennai,3,348,3,294.18,163,4
Site_6456,Supplier_21,Cement,Delhi,3,181,12,384.86,191,0
Site_6457,Supplier_88,Concrete,Bangalore,2,62,14,499.19,57,5
Site_6458,Supplier_67,Concrete,Mumbai,4,404,7,253.43,198,5
Site_6459,Supplier_74,Steel,Bangalore,3,208,4,350.14,59,14
Site_6460,Supplier_50,Bricks,Kolkata,3,487,3,468.53,184,0
Site_6461,Supplier_55,Concrete,Mumbai,5,69,8,145.04,124,14
Site_6462,Supplier_9,Cement,Bangalore,2,429,14,349.82,122,0
Site_6463,Supplier_29,Bricks,Bangalore,5,487,3,156.18,43,12
Site_6464,Supplier_97,Sand,Kolkata,3,74,14,424.52,172,6
Site_6465,Supplier_47,Sand,Kolkata,3,425,3,188.61,129,10
Site_6466,Supplier_45,Concrete,Mumbai,5,316,12,489.29,20,10
Site_6467,Supplier_91,Steel,Delhi,2,318,9,343.78,123,11
Site_6468,Supplier_76,Steel,Delhi,5,282,2,444.29,80,16
Site_6469,Supplier_27,Steel,Delhi,3,330,3,165.64,60,10
Site_6470,Supplier_76,Concrete,Mumbai,5,87,13,252.56,167,3
Site_6471,Supplier_6,Sand,Bangalore,3,446,10,343.1,18,18
Site_6472,Supplier_34,Concrete,Kolkata,2,319,9,456.19,107,16
Site_6473,Supplier_6,Sand,Chennai,2,427,8,461.89,97,12
Site_6474,Supplier_70,Cement,Mumbai,3,313,9,171.03,122,5
Site_6475,Supplier_51,Cement,Bangalore,1,167,8,104.01,73,6
Site_6476,Supplier_12,Concrete,Chennai,2,113,2,324.7,80,1
Site_6477,Supplier_42,Steel,Mumbai,1,421,12,428.11,65,5
Site_6478,Supplier_75,Cement,Kolkata,4,186,9,367.39,94,7
Site_6479,Supplier_23,Bricks,Bangalore,1,164,2,255.96,12,19
Site_6480,Supplier_76,Bricks,Delhi,5,298,10,306.6,194,16
Site_6481,Supplier_10,Concrete,Kolkata,1,447,14,199.49,115,10
Site_6482,Supplier_90,Sand,Delhi,2,316,11,321.17,68,5
Site_6483,Supplier_56,Sand,Chennai,3,156,2,209.83,156,9
Site_6484,Supplier_47,Cement,Kolkata,3,484,10,413.57,91,6
Site_6485,Supplier_92,Bricks,Chennai,1,207,5,298.89,29,13
Site_6486,Supplier_92,Sand,Chennai,2,317,7,134.76,141,19
Site_6487,Supplier_30,Sand,Kolkata,3,419,14,470.17,172,12
Site_6488,Supplier_94,Bricks,Kolkata,2,153,14,148.56,102,18
Site_6489,Supplier_92,Cement,Delhi,2,188,5,369.05,155,13
Site_6490,Supplier_95,Concrete,Chennai,4,71,3,342.96,53,12
Site_6491,Supplier_92,Steel,Bangalore,4,60,7,494.12,20,18
Site_6492,Supplier_61,Sand,Bangalore,5,447,12,374.11,17,10
Site_6493,Supplier_41,Sand,Mumbai,1,297,10,447.85,90,7
Site_6494,Supplier_48,Concrete,Delhi,4,393,12,471.46,138,7
Site_6495,Supplier_43,Concrete,Kolkata,4,50,14,217.7,121,7
Site_6496,Supplier_11,Concrete,Mumbai,4,474,1,285.29,146,14
Site_6497,Supplier_54,Bricks,Mumbai,1,380,14,422.78,122,19
Site_6498,Supplier_99,Sand,Bangalore,2,228,1,332.94,17,5
Site_6499,Supplier_35,Cement,Chennai,4,349,7,229.11,75,3
Site_6500,Supplier_95,Cement,Kolkata,2,360,8,309.36,138,15
Site_6501,Supplier_32,Sand,Bangalore,5,171,13,107.73,155,15
Site_6502,Supplier_20,Cement,Kolkata,3,408,12,462.06,116,12
Site_6503,Supplier_22,Cement,Kolkata,1,264,12,200.84,56,5
Site_6504,Supplier_29,Concrete,Mumbai,5,68,11,175.48,124,4
Site_6505,Supplier_67,Bricks,Bangalore,3,392,14,496.69,181,13
Site_6506,Supplier_38,Cement,Chennai,4,207,13,299.41,49,15
Site_6507,Supplier_59,Cement,Delhi,1,102,6,346.55,111,1
Site_6508,Supplier_22,Cement,Chennai,4,82,2,246.01,38,7
Site_6509,Supplier_97,Concrete,Delhi,5,184,10,241.98,147,17
Site_6510,Supplier_39,Cement,Delhi,4,195,6,100.94,150,3
Site_6511,Supplier_74,Steel,Kolkata,1,473,2,464.95,13,3
Site_6512,Supplier_90,Cement,Mumbai,2,249,7,419.82,42,7
Site_6513,Supplier_99,Sand,Chennai,4,462,1,294.1,145,8
Site_6514,Supplier_75,Sand,Delhi,2,468,1,172.81,93,17
Site_6515,Supplier_81,Sand,Mumbai,2,169,4,304.8,82,2
Site_6516,Supplier_62,Concrete,Mumbai,1,244,1,253.36,160,2
Site_6517,Supplier_60,Bricks,Delhi,1,357,13,204.87,195,13
Site_6518,Supplier_34,Cement,Mumbai,2,349,3,440.05,97,16
Site_6519,Supplier_83,Steel,Bangalore,4,96,9,427.37,54,6
Site_6520,Supplier_52,Bricks,Chennai,1,375,12,322.77,122,6
Site_6521,Supplier_91,Bricks,Delhi,1,210,9,339.31,137,8
Site_6522,Supplier_77,Steel,Delhi,2,76,9,477.82,30,11
Site_6523,Supplier_95,Bricks,Mumbai,5,444,13,178.15,118,13
Site_6524,Supplier_78,Cement,Kolkata,2,370,1,345.55,98,3
Site_6525,Supplier_16,Bricks,Mumbai,5,491,2,409.73,17,6
Site_6526,Supplier_56,Sand,Mumbai,5,187,6,433.47,169,19
Site_6527,Supplier_35,Bricks,Mumbai,2,132,1,331.43,73,11
Site_6528,Supplier_76,Sand,Chennai,5,102,6,401.1,49,0
Site_6529,Supplier_80,Bricks,Delhi,1,412,8,457.93,109,15
Site_6530,Supplier_69,Sand,Chennai,3,251,11,195.37,157,14
