Project ID,City,Tunnel Length (km),Num of Stations,Num of Workers,Equipment Factor (%),Signal System Complexity (%),Material Factor (%),Gov Regulation Factor (%),Urban Congestion Impact (%),Expected Completion Time (months),Budget (in Crores),Delay time (days),Risk Level
METRO-11712,Hyderabad,47.75,8,2342,46,14,88,46,50,100,3600.26,116,Medium
METRO-11713,Kolkata,10.93,93,4198,78,42,4,10,96,25,3016.6,24,Medium
METRO-11714,Bangalore,40.6,17,2349,78,56,80,84,64,68,4296.41,191,High
METRO-11715,Kolkata,19.08,40,3362,92,18,10,38,94,75,2723.72,100,Medium
METRO-11716,Kolkata,49.3,65,2031,84,52,57,23,47,111,2853.73,147,Medium
METRO-11717,Chennai,19.04,62,4402,45,39,15,74,32,63,2329.31,292,Medium
METRO-11718,Chennai,18.22,89,2710,17,94,79,44,2,93,3649.16,215,Medium
METRO-11719,Chennai,32.24,94,2897,15,22,69,89,94,63,3454.3,210,Medium
METRO-11720,Delhi,48.11,19,1006,92,77,81,47,65,51,4201.47,185,High
METRO-11721,Bangalore,48.83,97,3305,90,21,2,41,17,48,2515.52,294,Low
METRO-11722,Bangalore,35.65,94,2031,58,93,17,83,17,108,1510.61,211,Medium
METRO-11723,Chennai,37.98,89,2101,78,71,6,58,87,99,2369.42,353,Medium
METRO-11724,Hyderabad,28.61,16,1404,51,30,74,28,95,63,4483.64,151,Medium
METRO-11725,Delhi,38.03,80,2363,52,15,46,67,87,101,3552.26,316,Medium
METRO-11726,Hyderabad,43.13,73,2739,59,53,14,81,72,44,4161.13,70,Medium
METRO-11727,Mumbai,24.82,65,3463,8,23,61,45,11,108,3415.45,63,Low
METRO-11728,Bangalore,31.37,46,3079,27,20,77,57,26,114,4157.36,281,Medium
METRO-11729,Bangalore,27.33,94,3192,65,71,22,11,58,74,2886.17,154,Medium
METRO-11730,Hyderabad,28.56,36,1684,84,81,35,31,68,76,949.1,316,Medium
METRO-11731,Delhi,44.61,6,3545,74,37,16,94,34,112,2833.93,167,Medium
METRO-11732,Bangalore,18.43,12,1695,95,69,21,7,25,94,4978.69,243,Medium
METRO-11733,Hyderabad,11.2,95,853,21,13,23,88,9,34,910.18,126,Low
METRO-11734,Kolkata,23.36,58,545,34,29,26,10,73,34,4564.93,100,Low
METRO-11735,Kolkata,11.2,12,4590,40,77,16,25,51,113,2153.2,179,Medium
METRO-11736,Delhi,25.42,92,3761,79,6,22,40,2,83,908.67,210,Low
METRO-11737,Hyderabad,45.27,17,2099,30,3,70,59,76,48,2908.39,338,Medium
METRO-11738,Kolkata,31.25,33,742,62,82,0,18,85,31,4805.97,323,Medium
METRO-11739,Delhi,42.92,17,2588,58,24,49,47,20,49,2925.62,133,Medium
METRO-11740,Chennai,9.14,62,4409,9,24,62,16,33,31,2429.9,300,Low
METRO-11741,Delhi,45.14,67,4323,35,18,49,62,53,101,587.85,155,Medium
METRO-11742,Mumbai,30.49,91,611,84,29,90,9,25,111,4942.6,352,Medium
METRO-11743,Chennai,2.56,51,1742,71,42,97,33,9,33,1482.94,315,Medium
METRO-11744,Hyderabad,32.02,83,3864,46,93,36,92,19,84,4894.39,135,Medium
METRO-11745,Chennai,47.62,92,4901,57,14,14,50,54,71,1688.86,0,Low
METRO-11746,Chennai,4.88,91,3489,46,47,55,44,80,109,2459.7,8,Medium
METRO-11747,Hyderabad,29.54,78,1168,96,28,81,27,87,102,703.36,81,Medium
METRO-11748,Hyderabad,45.86,42,2204,21,98,55,17,96,73,2752.84,15,Medium
METRO-11749,Kolkata,1.48,73,4581,29,32,67,95,79,26,628.34,151,Medium
METRO-11750,Mumbai,31.91,73,4040,22,38,28,35,46,60,3868.08,18,Low
METRO-11751,Hyderabad,24.27,99,1531,78,39,86,4,48,116,3103.31,241,Medium
METRO-11752,Bangalore,18.0,44,2664,46,22,42,81,97,92,953.29,82,Medium
METRO-11753,Bangalore,31.75,5,3647,53,86,85,79,61,114,3165.62,277,High
METRO-11754,Mumbai,3.58,6,2054,89,61,19,2,7,89,3995.35,130,Low
METRO-11755,Delhi,37.9,33,3190,15,42,85,5,14,109,2486.31,161,Low
METRO-11756,Delhi,1.22,11,1154,9,63,11,96,12,44,1386.94,111,Medium
METRO-11757,Bangalore,16.04,97,4150,35,41,98,59,24,97,4308.07,180,Medium
METRO-11758,Hyderabad,25.69,61,1614,27,51,89,79,44,103,1487.26,141,Medium
METRO-11759,Mumbai,19.47,59,2615,41,93,13,43,48,93,2989.19,203,Medium
METRO-11760,Delhi,16.07,77,1972,89,79,60,65,41,73,1966.79,91,Medium
METRO-11761,Delhi,41.71,40,2543,94,32,83,65,27,61,1871.76,68,Medium
METRO-11762,Chennai,46.81,11,518,81,90,99,68,60,31,1323.96,228,High
METRO-11763,Bangalore,43.81,96,3101,16,9,75,91,38,69,3361.07,99,Medium
METRO-11764,Hyderabad,26.6,14,2784,47,19,60,51,99,79,4412.64,159,Medium
METRO-11765,Mumbai,44.32,84,2873,51,62,8,0,37,118,556.38,340,Low
METRO-11766,Delhi,46.12,78,1421,95,3,96,4,9,88,1929.42,295,Medium
METRO-11767,Chennai,21.05,43,3314,59,83,87,67,79,113,4192.31,295,High
METRO-11768,Bangalore,14.89,62,3706,38,14,72,92,51,74,3555.34,53,Medium
METRO-11769,Bangalore,5.81,94,3283,50,14,23,65,76,49,1090.08,110,Medium
METRO-11770,Mumbai,24.48,44,368,50,62,93,78,93,95,2286.24,177,High
METRO-11771,Delhi,47.37,18,3267,4,46,68,4,58,99,4528.55,152,Low
METRO-11772,Mumbai,28.48,86,2478,92,16,7,58,12,93,3309.23,130,Low
METRO-11773,Mumbai,33.71,5,1585,63,83,78,94,24,41,4198.83,25,High
METRO-11774,Kolkata,6.53,21,4486,35,48,44,25,54,107,2822.39,167,Low
METRO-11775,Chennai,8.03,53,914,38,16,52,13,16,58,1587.31,192,Low
METRO-11776,Bangalore,23.76,90,4430,10,11,19,40,5,68,920.27,145,Low
METRO-11777,Kolkata,47.61,20,4501,96,10,57,74,20,114,3735.7,188,Medium
METRO-11778,Hyderabad,18.68,11,4282,53,93,78,82,20,62,708.82,107,Medium
METRO-11779,Bangalore,44.0,19,2955,3,25,85,73,27,101,1920.09,289,Medium
METRO-11780,Bangalore,6.89,25,809,47,88,95,51,75,119,1749.0,10,Medium
METRO-11781,Chennai,31.23,70,832,54,44,69,41,71,53,1292.23,89,Medium
METRO-11782,Hyderabad,30.43,63,3314,32,80,32,80,82,74,2993.89,14,Medium
METRO-11783,Delhi,43.13,52,2973,0,53,60,81,62,60,4960.44,23,Medium
METRO-11784,Hyderabad,1.16,93,1924,84,64,10,59,81,67,4456.42,219,Medium
METRO-11785,Delhi,10.31,77,2059,80,62,91,88,19,47,1496.19,38,High
METRO-11786,Hyderabad,11.76,88,4612,33,25,2,14,75,104,885.07,41,Low
METRO-11787,Mumbai,47.55,54,3324,28,66,48,46,4,48,4151.22,302,Medium
METRO-11788,Hyderabad,8.53,14,3742,66,58,56,32,22,90,3602.96,70,Medium
METRO-11789,Kolkata,2.81,56,2515,23,42,66,94,83,61,3387.65,175,Medium
METRO-11790,Kolkata,27.19,89,3196,97,10,28,36,8,39,2896.58,332,Low
METRO-11791,Chennai,26.9,72,3414,65,46,10,46,86,82,3800.8,35,Medium
METRO-11792,Delhi,42.36,34,551,94,27,54,35,8,65,2820.43,210,Medium
METRO-11793,Bangalore,47.49,38,1201,70,27,95,69,51,28,2824.47,39,Medium
METRO-11794,Chennai,27.39,98,2868,92,93,49,45,28,28,2244.38,211,Medium
METRO-11795,Kolkata,46.57,82,2252,60,34,14,51,36,88,4155.2,133,Low
METRO-11796,Kolkata,36.53,90,2750,74,6,3,71,29,48,1182.31,38,Low
METRO-11797,Delhi,13.96,69,2823,42,96,31,74,76,26,4464.21,305,Medium
METRO-11798,Kolkata,46.49,64,4037,88,26,51,25,90,30,3419.25,70,Medium
METRO-11799,Kolkata,33.7,12,2541,82,92,61,28,16,92,3216.11,338,Medium
METRO-11800,Delhi,21.29,79,1238,74,26,97,1,49,60,4645.84,128,Medium
METRO-11801,Kolkata,34.33,69,1785,44,94,73,23,3,71,3411.3,60,Medium
METRO-11802,Bangalore,20.66,73,697,34,46,93,17,66,115,1449.78,19,Medium
METRO-11803,Mumbai,6.6,61,4243,32,4,40,32,45,112,4169.95,94,Low
METRO-11804,Chennai,36.23,49,4383,68,97,81,84,18,102,4734.47,124,High
METRO-11805,Bangalore,41.38,53,2661,98,36,16,85,0,118,1999.56,144,Medium
METRO-11806,Bangalore,36.71,78,890,66,20,4,32,71,58,1701.85,218,Low
METRO-11807,Mumbai,12.23,66,3222,94,89,71,31,65,36,3515.51,124,Medium
METRO-11808,Chennai,47.88,43,2373,11,68,68,32,51,42,4712.52,267,Medium
METRO-11809,Bangalore,2.24,81,3539,67,96,80,39,98,101,1824.14,42,High
METRO-11810,Kolkata,17.3,25,3251,31,41,38,61,2,63,2055.14,109,Low
METRO-11811,Mumbai,13.74,57,1023,23,62,90,13,80,107,817.2,205,Medium
METRO-11812,Chennai,3.36,49,1329,50,1,31,44,43,87,3834.0,123,Low
METRO-11813,Hyderabad,20.88,32,4823,99,86,6,25,30,108,4189.69,300,Medium
METRO-11814,Delhi,31.53,57,2916,65,50,85,26,9,38,1547.39,4,Medium
METRO-11815,Kolkata,44.25,13,3170,68,92,75,9,73,85,4483.83,148,Medium
METRO-11816,Mumbai,49.49,79,1100,11,17,49,70,81,116,2698.6,345,Medium
METRO-11817,Delhi,40.6,97,1340,24,34,87,80,53,114,1688.43,203,Medium
METRO-11818,Hyderabad,23.97,75,555,23,9,48,42,51,50,3156.4,302,Low
METRO-11819,Bangalore,36.46,65,3786,88,38,42,67,57,71,3090.21,213,Medium
METRO-11820,Bangalore,42.34,31,3746,43,96,16,96,68,64,1999.11,348,Medium
METRO-11821,Chennai,23.8,26,4194,44,31,70,15,69,94,3449.0,158,Medium
METRO-11822,Mumbai,39.47,99,1866,56,36,80,23,57,64,4074.8,349,Medium
METRO-11823,Mumbai,24.65,34,1622,44,86,19,20,30,68,3719.5,128,Low
METRO-11824,Chennai,19.94,96,2385,17,64,90,92,35,60,2182.48,269,Medium
METRO-11825,Delhi,26.78,88,1430,50,16,44,49,13,70,4177.14,326,Low
METRO-11826,Bangalore,34.12,19,2909,19,35,73,78,96,119,3491.68,108,Medium
METRO-11827,Bangalore,36.62,19,2889,96,26,69,61,92,83,1777.95,169,Medium
METRO-11828,Mumbai,18.48,57,1220,92,47,47,91,82,58,4394.1,275,High
METRO-11829,Mumbai,28.99,80,751,28,38,31,51,73,42,623.37,188,Medium
METRO-11830,Chennai,45.58,85,4847,85,64,7,17,86,115,3405.49,291,Medium
METRO-11831,Hyderabad,48.84,27,1152,75,37,43,7,40,30,2894.32,181,Low
METRO-11832,Delhi,12.14,74,972,62,61,61,8,7,107,3545.38,321,Low
METRO-11833,Kolkata,10.45,20,1184,33,13,82,58,87,69,2863.8,204,Medium
METRO-11834,Hyderabad,34.16,95,2188,67,67,82,43,69,72,4824.08,298,Medium
METRO-11835,Hyderabad,21.32,91,3665,4,95,21,69,90,47,2027.65,177,Medium
METRO-11836,Mumbai,2.19,69,4165,73,84,34,97,31,116,1751.11,318,Medium
METRO-11837,Mumbai,18.0,49,2906,21,46,27,66,42,37,1745.82,268,Medium
METRO-11838,Mumbai,40.53,11,1793,24,42,32,17,29,50,2719.97,154,Low
METRO-11839,Hyderabad,40.07,49,4160,61,1,5,82,46,76,3488.55,109,Medium
METRO-11840,Delhi,25.24,43,2442,0,88,11,72,2,92,861.95,99,Low
METRO-11841,Mumbai,24.16,54,4178,73,37,96,12,9,40,4611.21,278,Medium
METRO-11842,Bangalore,29.4,53,2405,78,58,49,39,81,99,1687.29,65,Medium
METRO-11843,Delhi,11.75,52,2877,39,47,97,68,76,27,557.43,242,Medium
METRO-11844,Bangalore,26.78,53,1572,30,77,60,46,16,100,4665.25,126,Medium
METRO-11845,Delhi,1.54,44,3839,80,12,49,99,79,30,1573.49,145,Medium
METRO-11846,Mumbai,24.3,43,3478,75,43,75,23,84,75,3480.88,254,Medium
METRO-11847,Kolkata,17.47,61,1387,4,18,36,36,75,76,659.1,71,Low
METRO-11848,Chennai,34.07,86,2434,47,11,99,43,79,56,3275.32,240,Medium
METRO-11849,Mumbai,32.28,67,1674,72,59,66,45,59,77,1712.52,64,Medium
METRO-11850,Hyderabad,19.66,60,1311,50,30,99,43,13,38,1397.91,215,Medium
METRO-11851,Kolkata,1.36,90,2389,80,33,60,74,9,42,783.81,280,Medium
METRO-11852,Hyderabad,13.36,6,1718,28,40,91,59,16,48,4517.7,76,Medium
METRO-11853,Delhi,32.03,30,2352,50,22,10,73,18,41,4679.19,270,Low
METRO-11854,Hyderabad,4.55,27,755,54,72,79,2,8,105,4221.79,298,Medium
METRO-11855,Kolkata,6.27,22,2426,41,15,53,16,63,84,1823.19,122,Low
METRO-11856,Kolkata,32.7,87,494,80,87,66,50,45,118,500.48,49,Medium
METRO-11857,Mumbai,38.03,92,571,77,71,85,4,58,85,1584.65,71,Medium
METRO-11858,Bangalore,16.76,72,1817,19,30,57,34,69,68,3144.44,144,Medium
METRO-11859,Mumbai,24.99,64,4182,90,54,48,81,47,90,1984.82,38,Medium
METRO-11860,Delhi,47.34,6,3463,59,95,78,90,81,26,1098.45,355,High
METRO-11861,Hyderabad,47.33,98,4252,38,41,98,89,96,84,1399.62,121,High
METRO-11862,Bangalore,16.07,53,563,60,22,83,56,4,89,4123.49,32,Medium
METRO-11863,Chennai,40.69,42,1061,63,37,42,30,62,74,1911.39,290,Medium
METRO-11864,Kolkata,30.1,35,701,83,99,67,76,27,27,1105.26,139,High
METRO-11865,Bangalore,48.8,44,4711,22,95,92,59,42,35,3184.83,343,Medium
METRO-11866,Bangalore,24.4,84,2880,8,22,83,79,7,84,3069.09,237,Medium
METRO-11867,Mumbai,38.96,57,121,52,86,28,49,33,94,2304.48,192,Medium
METRO-11868,Chennai,38.64,68,4899,50,96,13,21,79,114,2784.74,143,Medium
METRO-11869,Kolkata,25.37,37,4521,82,25,0,79,40,68,1662.52,39,Medium
METRO-11870,Delhi,39.99,62,2573,31,39,17,71,77,70,3630.45,168,Medium
METRO-11871,Delhi,13.79,54,4925,51,2,80,31,51,33,1497.24,300,Medium
METRO-11872,Bangalore,6.99,68,138,11,0,14,17,16,24,3126.0,25,Low
METRO-11873,Bangalore,21.83,7,3928,65,76,88,32,4,118,2658.06,61,Medium
METRO-11874,Hyderabad,47.24,65,129,99,90,12,63,28,68,1123.57,322,Medium
METRO-11875,Chennai,25.54,86,2308,20,49,96,44,18,79,2294.07,280,Medium
METRO-11876,Kolkata,32.13,14,715,39,26,23,37,25,96,2822.76,87,Low
METRO-11877,Bangalore,31.58,70,2456,10,43,33,29,92,112,645.74,316,Low
METRO-11878,Hyderabad,7.5,55,2281,60,85,10,63,74,116,4104.02,277,Medium
METRO-11879,Chennai,20.12,98,2713,27,54,61,41,43,75,3757.59,163,Medium
METRO-11880,Kolkata,35.64,34,4123,75,74,46,12,24,75,1652.1,283,Medium
METRO-11881,Delhi,48.63,29,4231,4,14,24,76,92,79,1608.92,177,Medium
METRO-11882,Hyderabad,9.23,47,1766,62,93,31,67,17,91,1918.46,214,Medium
METRO-11883,Chennai,21.11,92,179,14,81,64,41,92,114,4103.75,20,Medium
METRO-11884,Hyderabad,5.66,68,4979,31,43,28,5,38,44,4553.64,52,Low
METRO-11885,Bangalore,12.88,63,4107,80,87,40,78,40,24,1280.24,52,Medium
METRO-11886,Mumbai,19.46,66,4632,40,95,74,26,29,108,528.54,157,Medium
METRO-11887,Delhi,27.49,14,1257,35,85,21,95,85,86,3842.94,195,Medium
METRO-11888,Bangalore,12.3,68,4600,77,68,75,52,57,56,2468.88,225,Medium
METRO-11889,Bangalore,12.15,98,1840,8,68,0,6,95,83,3444.7,279,Low
METRO-11890,Chennai,39.11,64,4460,80,21,15,30,34,31,4432.36,237,Low
METRO-11891,Hyderabad,48.17,94,4428,43,61,15,87,50,57,4681.76,335,Medium
METRO-11892,Delhi,16.86,92,546,6,50,2,65,92,119,2326.84,272,Medium
METRO-11893,Bangalore,34.71,24,1151,95,38,99,71,53,73,1607.5,27,High
METRO-11894,Chennai,13.65,53,1693,43,21,93,70,46,111,4099.02,167,Medium
METRO-11895,Delhi,46.47,78,1078,43,6,2,64,44,50,2198.75,84,Low
METRO-11896,Hyderabad,33.97,31,128,5,49,98,7,85,90,941.3,29,Medium
METRO-11897,Bangalore,40.33,55,1986,15,53,51,52,52,119,3765.91,34,Medium
METRO-11898,Kolkata,3.42,61,2524,65,84,30,67,66,65,3838.6,336,Medium
METRO-11899,Bangalore,30.33,83,2073,73,98,34,29,76,82,1412.11,306,Medium
METRO-11900,Bangalore,26.85,83,3484,3,73,49,82,65,76,614.88,117,Medium
METRO-11901,Delhi,15.36,41,132,63,11,75,60,63,28,1038.61,276,Medium
METRO-11902,Delhi,13.86,7,719,4,61,93,36,43,79,1913.53,4,Medium
METRO-11903,Delhi,29.42,33,3047,36,86,88,83,47,60,2123.94,187,Medium
METRO-11904,Delhi,35.62,72,1395,25,37,22,44,72,92,4490.42,84,Low
METRO-11905,Chennai,2.63,51,2648,29,76,80,52,38,113,2807.24,323,Medium
METRO-11906,Mumbai,28.8,84,998,1,66,64,12,64,74,4467.81,174,Low
METRO-11907,Chennai,9.35,73,3004,17,69,80,31,36,111,1343.98,262,Medium
METRO-11908,Bangalore,7.88,25,4898,6,93,58,61,16,44,3993.48,6,Medium
METRO-11909,Chennai,31.53,46,3764,86,40,34,1,10,107,912.22,361,Low
METRO-11910,Hyderabad,16.23,25,2041,19,66,62,76,10,32,4187.52,306,Medium
METRO-11911,Kolkata,22.6,6,3253,14,1,17,7,53,38,2180.2,303,Low
METRO-11912,Delhi,18.64,82,2755,51,56,9,95,65,26,3515.13,250,Medium
METRO-11913,Hyderabad,32.77,73,3317,27,58,46,47,7,114,4741.31,121,Low
METRO-11914,Kolkata,24.04,11,4925,63,29,32,13,13,27,4108.82,0,Low
METRO-11915,Hyderabad,48.21,79,3925,66,60,5,84,45,41,1441.27,317,Medium
METRO-11916,Bangalore,18.27,39,4092,2,91,20,32,67,68,3701.97,345,Medium
METRO-11917,Delhi,37.27,34,2827,56,48,46,35,15,54,2100.67,341,Medium
METRO-11918,Hyderabad,13.61,48,4848,54,48,29,84,70,83,3453.02,88,Medium
METRO-11919,Bangalore,25.93,50,3343,11,42,89,58,32,67,891.96,351,Medium
METRO-11920,Delhi,28.08,59,1682,63,97,70,69,88,49,537.38,36,High
METRO-11921,Mumbai,17.13,5,2444,56,94,20,68,5,108,4693.24,62,Medium
METRO-11922,Bangalore,24.12,58,2854,97,16,44,47,51,63,4750.94,68,Medium
METRO-11923,Chennai,14.68,84,4194,35,57,96,29,7,44,1163.68,29,Medium
METRO-11924,Delhi,1.29,5,429,7,72,49,27,29,65,4728.69,190,Low
METRO-11925,Hyderabad,11.57,67,3604,8,19,2,40,6,78,3056.58,170,Low
METRO-11926,Kolkata,35.3,59,114,34,76,75,75,18,113,3063.81,121,Medium
METRO-11927,Hyderabad,38.78,90,2363,87,53,32,57,62,72,3802.38,65,Medium
METRO-11928,Chennai,14.73,81,1824,87,90,87,40,2,119,3929.91,250,Medium
METRO-11929,Chennai,20.99,31,4525,34,99,70,10,73,85,1570.29,175,Medium
METRO-11930,Hyderabad,2.83,19,2711,10,57,57,5,30,72,4127.08,207,Low
METRO-11931,Kolkata,12.62,85,1182,5,3,71,19,46,38,4177.97,37,Low
METRO-11932,Delhi,39.18,13,4169,24,90,46,90,12,51,1335.11,302,Medium
METRO-11933,Bangalore,30.69,73,4490,0,71,36,28,94,81,3342.18,190,Medium
METRO-11934,Chennai,11.08,63,3989,8,63,53,72,42,96,3847.1,121,Medium
METRO-11935,Chennai,13.61,27,3519,75,8,34,47,72,92,3137.7,267,Medium
METRO-11936,Chennai,41.02,15,4556,76,84,62,70,18,30,1877.88,314,Medium
METRO-11937,Kolkata,11.25,28,1889,28,34,6,84,26,45,1772.03,197,Low
METRO-11938,Mumbai,17.37,76,2717,45,27,3,81,33,80,4881.63,353,Medium
METRO-11939,Kolkata,33.55,58,738,31,26,33,14,99,108,4269.55,18,Low
METRO-11940,Delhi,28.49,35,2663,30,70,38,1,18,106,1680.97,70,Low
METRO-11941,Delhi,23.58,26,2382,89,49,85,96,17,104,4154.41,74,High
METRO-11942,Delhi,45.09,18,2580,87,44,32,74,64,98,1864.21,269,Medium
METRO-11943,Delhi,11.77,9,4582,78,97,74,52,92,118,4761.21,193,High
METRO-11944,Delhi,37.33,21,3165,5,13,8,54,47,87,4127.9,276,Low
METRO-11945,Hyderabad,8.79,86,1697,28,28,14,69,11,31,4151.87,196,Low
METRO-11946,Chennai,31.17,87,2373,30,59,91,12,69,57,714.09,86,Medium
METRO-11947,Kolkata,43.66,75,1575,15,28,29,43,18,90,795.93,170,Low
METRO-11948,Hyderabad,23.44,94,2879,73,56,43,57,25,70,4159.83,124,Medium
METRO-11949,Kolkata,36.49,93,846,3,60,22,16,37,83,2528.71,149,Low
METRO-11950,Mumbai,41.2,86,2509,92,84,67,40,24,41,4712.78,160,Medium
METRO-11951,Bangalore,7.67,48,4516,7,59,77,24,80,62,3605.19,339,Medium
METRO-11952,Chennai,35.59,83,2739,74,65,82,68,11,108,2009.52,109,Medium
METRO-11953,Mumbai,46.07,97,3464,64,50,87,13,83,27,1690.45,333,Medium
METRO-11954,Hyderabad,29.24,53,4451,36,9,56,28,62,51,4698.55,243,Low
METRO-11955,Bangalore,10.12,69,962,86,87,44,51,39,114,1227.34,353,Medium
METRO-11956,Mumbai,7.22,8,2309,29,90,99,29,27,32,2996.02,88,Medium
METRO-11957,Kolkata,13.73,13,2440,78,50,70,11,5,73,1986.47,95,Medium
METRO-11958,Bangalore,6.07,40,261,92,95,17,90,59,32,4557.21,64,High
METRO-11959,Kolkata,26.16,55,4112,23,86,44,94,51,51,4957.4,146,Medium
METRO-11960,Mumbai,4.42,36,3314,72,47,48,92,22,106,2989.73,251,Medium
METRO-11961,Hyderabad,11.95,92,4209,42,56,14,90,94,80,779.61,328,Medium
METRO-11962,Kolkata,22.56,22,1733,10,51,46,68,1,29,4867.9,154,Low
METRO-11963,Bangalore,24.22,19,670,78,99,4,8,96,63,2447.29,239,Medium
METRO-11964,Mumbai,28.7,24,3684,60,56,99,25,72,109,2491.98,308,Medium
METRO-11965,Kolkata,35.58,62,4422,37,84,61,26,25,118,2346.66,359,Medium
METRO-11966,Hyderabad,3.31,44,3995,47,85,83,14,16,72,1875.53,305,Medium
METRO-11967,Chennai,4.95,70,885,25,86,6,78,80,49,946.47,239,Medium
METRO-11968,Hyderabad,3.98,93,4028,23,11,73,97,29,111,4233.57,11,Medium
METRO-11969,Hyderabad,21.73,17,922,85,76,64,13,47,92,1647.89,222,Medium
METRO-11970,Chennai,3.05,95,1682,81,33,97,1,93,108,2590.31,358,Medium
METRO-11971,Hyderabad,37.56,17,3891,72,88,86,45,59,76,1482.89,251,Medium
METRO-11972,Chennai,11.93,66,532,92,65,93,69,79,45,567.97,350,High
METRO-11973,Chennai,47.02,32,2389,95,40,39,79,20,111,2854.84,25,Medium
METRO-11974,Kolkata,24.83,50,2763,11,53,82,72,17,80,1344.79,105,Medium
METRO-11975,Kolkata,22.87,19,4472,16,20,56,79,26,92,2042.5,260,Medium
METRO-11976,Chennai,39.25,97,3840,88,94,32,43,68,38,1517.96,287,Medium
METRO-11977,Mumbai,35.94,89,2833,52,17,97,85,76,62,3172.82,242,Medium
METRO-11978,Bangalore,30.76,48,4717,13,79,79,18,25,61,4262.0,229,Medium
METRO-11979,Mumbai,46.82,99,3255,24,77,33,71,60,29,789.82,48,Medium
METRO-11980,Chennai,21.69,27,746,90,96,29,43,83,42,1078.97,119,Medium
METRO-11981,Bangalore,40.62,71,1409,12,45,23,44,4,104,2825.96,333,Low
METRO-11982,Kolkata,19.62,82,1984,36,6,95,84,12,25,1589.62,258,Medium
METRO-11983,Bangalore,42.08,70,4250,9,37,35,66,61,74,4344.8,67,Medium
METRO-11984,Chennai,13.71,54,2903,72,19,15,78,57,52,3464.9,136,Medium
METRO-11985,Kolkata,15.17,17,4772,76,3,82,65,39,48,3969.04,65,Medium
METRO-11986,Bangalore,34.22,6,242,6,10,57,21,36,71,4238.86,256,Low
METRO-11987,Bangalore,11.42,80,4805,13,5,2,16,47,58,596.5,41,Low
METRO-11988,Mumbai,12.23,95,4552,99,6,80,57,40,68,4607.09,109,Medium
METRO-11989,Bangalore,15.96,38,742,4,44,30,79,44,43,4609.05,257,Medium
METRO-11990,Chennai,34.27,44,2599,12,29,2,46,55,102,563.23,352,Low
METRO-11991,Delhi,44.58,73,4242,19,86,11,13,89,97,657.96,114,Low
METRO-11992,Delhi,34.05,65,2900,27,27,37,40,14,119,1234.91,76,Low
METRO-11993,Delhi,41.56,29,526,51,98,45,68,72,76,4867.78,63,Medium
METRO-11994,Chennai,27.63,79,967,78,55,93,54,59,95,2985.25,121,Medium
METRO-11995,Delhi,4.38,81,1662,38,0,61,20,22,88,2481.99,290,Low
METRO-11996,Mumbai,5.92,67,3047,20,87,69,79,20,49,4544.85,25,Medium
METRO-11997,Chennai,28.17,32,2998,63,59,76,30,50,28,3853.42,303,Medium
METRO-11998,Kolkata,17.06,89,3013,16,47,52,31,35,83,720.26,73,Low
METRO-11999,Chennai,11.81,60,2995,69,27,33,79,33,77,4693.48,243,Medium
METRO-12000,Chennai,23.85,30,2839,24,54,4,8,65,89,4398.29,193,Low
METRO-12001,Bangalore,33.66,31,1686,73,97,85,36,81,87,2380.04,77,High
METRO-12002,Bangalore,19.86,30,4867,77,80,72,8,26,41,833.94,297,Medium
METRO-12003,Bangalore,40.32,19,628,18,87,32,20,0,56,3959.22,281,Low
METRO-12004,Hyderabad,37.19,54,3450,10,30,26,55,83,33,825.36,82,Low
METRO-12005,Mumbai,37.01,10,3473,31,19,11,7,52,29,2122.44,123,Low
METRO-12006,Chennai,49.27,72,1519,9,58,17,23,86,62,697.52,103,Low
METRO-12007,Chennai,15.47,8,4761,97,28,46,79,37,62,3051.57,33,Medium
METRO-12008,Bangalore,32.59,34,624,43,27,41,94,38,100,2180.27,318,Medium
METRO-12009,Chennai,42.92,81,3885,92,77,72,19,27,64,4342.71,179,Medium
METRO-12010,Kolkata,29.4,13,1063,92,41,88,4,28,66,3066.94,151,Medium
METRO-12011,Chennai,39.69,46,549,85,63,29,49,32,99,3490.37,356,Medium
METRO-12012,Delhi,21.31,18,882,77,25,36,1,68,86,1266.58,41,Low
METRO-12013,Kolkata,29.93,96,1863,58,10,41,66,33,112,4170.83,112,Medium
METRO-12014,Kolkata,3.73,44,2209,1,15,15,57,7,25,4634.81,225,Low
METRO-12015,Chennai,49.3,7,1324,11,35,26,95,34,90,3860.98,267,Medium
METRO-12016,Hyderabad,40.2,45,596,85,28,22,88,18,72,828.63,25,Medium
METRO-12017,Bangalore,43.57,97,2986,64,90,69,98,57,28,4140.19,72,High
METRO-12018,Mumbai,35.02,37,307,75,28,94,29,41,66,3782.09,264,Medium
METRO-12019,Mumbai,10.12,83,1601,75,27,77,14,55,106,1355.59,310,Medium
METRO-12020,Delhi,2.52,64,2603,67,95,26,92,74,25,1350.83,118,High
METRO-12021,Mumbai,43.37,68,4668,16,26,16,1,60,84,4454.12,319,Low
METRO-12022,Mumbai,20.42,66,2816,52,10,5,69,61,74,1080.05,326,Low
METRO-12023,Bangalore,13.93,83,1879,18,44,77,92,29,44,595.49,241,Medium
METRO-12024,Bangalore,28.52,11,1513,0,71,82,99,64,36,1671.13,106,Medium
METRO-12025,Hyderabad,21.62,80,988,51,55,9,21,42,45,2555.31,58,Low
