Supplier_ID,Supplier_Name,Location,Material_Type,Lead_Time (days),Historical_Delay (days),Quality_Rating (1-5),Avg_Cost_per_Unit (INR),Financial_Stability_Score,Past_Contract_Failures,Alternative_Suppliers,Climate_Risk,Delivery_Mode,Reliability_Score (0-1),Geo_Proximity (km),Inventory_Buffer_Level
S9178,Supplier_9178,Kolkata,Wood,14,1,4.2,7121,6.8,1,"S11379, S6720",Low,Air,0.81,49,Low
S9179,Supplier_9179,Mumbai,Steel,10,4,4.1,9669,9.1,2,"S4289, S8041",Low,Road,0.86,23,High
S9180,Supplier_9180,Delhi,Glass,21,3,4.6,3024,6.5,2,"S6462, S363",Low,Air,0.74,27,Low
S9181,Supplier_9181,Delhi,Steel,19,8,3.5,8078,8.2,1,"S9149, S2467",Medium,Air,0.71,27,High
S9182,Supplier_9182,Kolkata,Wood,16,4,4.9,6186,8.8,1,"S12040, S13872",Medium,Road,0.72,88,Medium
S9183,Supplier_9183,Hyderabad,Wood,24,1,4.1,9337,7.0,3,"S4398, S2543",Low,Air,0.91,76,Low
S9184,Supplier_9184,Mumbai,Cement,19,3,3.1,5662,6.7,2,"S776, S4497",High,Rail,0.71,56,Low
S9185,Supplier_9185,Delhi,Cement,17,6,4.4,9350,5.7,2,"S11543, S3400",Medium,Rail,0.75,92,Low
S9186,Supplier_9186,Hyderabad,Wood,22,1,4.8,6907,9.3,2,"S11379, S1883",Medium,Air,0.77,59,Low
S9187,Supplier_9187,Bangalore,Cement,12,8,4.1,6912,8.3,1,"S14271, S2036",High,Rail,0.93,47,High
S9188,Supplier_9188,Chennai,Glass,6,2,4.5,3814,9.5,0,"S880, S3110",High,Rail,0.71,21,Low
S9189,Supplier_9189,Hyderabad,Bricks,11,8,4.0,7470,5.1,3,"S12728, S11150",Low,Road,0.77,68,Low
S9190,Supplier_9190,Delhi,Wood,7,7,4.6,7085,6.5,0,"S7601, S9289",High,Road,0.72,71,High
S9191,Supplier_9191,Hyderabad,Wood,18,7,4.7,8091,9.6,1,"S14928, S7947",High,Rail,0.75,85,Medium
S9192,Supplier_9192,Hyderabad,Cement,10,2,3.4,2204,5.0,1,"S5078, S8321",Medium,Ship,0.87,62,Low
S9193,Supplier_9193,Delhi,Glass,13,2,4.7,7578,7.7,0,"S1789, S6072",High,Air,0.78,61,Low
S9194,Supplier_9194,Delhi,Bricks,18,2,3.5,2339,8.2,0,"S7630, S13980",Low,Rail,0.78,54,High
S9195,Supplier_9195,Mumbai,Bricks,21,4,4.4,4822,8.8,0,"S10203, S11059",Medium,Road,0.87,79,Low
S9196,Supplier_9196,Kolkata,Concrete,18,3,4.7,8980,8.6,1,"S11343, S12110",Low,Air,0.93,73,Low
S9197,Supplier_9197,Delhi,Wood,18,8,3.0,2191,6.0,1,"S10662, S117",Medium,Ship,0.93,37,Medium
S9198,Supplier_9198,Hyderabad,Cement,15,3,3.9,9423,5.9,0,"S13485, S12491",High,Ship,0.71,22,High
S9199,Supplier_9199,Delhi,Glass,25,10,3.8,5367,5.6,3,"S13954, S9904",Low,Ship,0.8,17,Low
S9200,Supplier_9200,Chennai,Cement,12,0,3.9,7477,6.5,2,"S430, S12906",High,Road,0.95,27,Low
S9201,Supplier_9201,Delhi,Glass,7,6,4.1,9271,9.5,1,"S12064, S3476",Medium,Ship,0.74,25,Low
S9202,Supplier_9202,Chennai,Cement,29,3,4.9,4567,5.5,3,"S13239, S9278",Medium,Rail,0.85,60,Low
S9203,Supplier_9203,Kolkata,Concrete,18,1,3.4,2605,8.4,3,"S11669, S7699",Medium,Road,0.81,29,Low
S9204,Supplier_9204,Chennai,Bricks,30,0,3.5,9012,6.0,3,"S7150, S10323",Medium,Road,0.91,14,High
S9205,Supplier_9205,Kolkata,Wood,26,2,3.9,9160,10.0,0,"S1784, S8152",Medium,Air,0.96,55,Medium
S9206,Supplier_9206,Delhi,Glass,14,2,4.2,5273,7.7,1,"S2333, S5832",Low,Rail,0.81,52,Medium
S9207,Supplier_9207,Bangalore,Cement,8,5,3.3,7493,8.8,0,"S10448, S6628",High,Air,0.91,35,Medium
S9208,Supplier_9208,Bangalore,Bricks,17,4,3.5,8553,7.7,3,"S13626, S029",Low,Road,0.94,24,Medium
S9209,Supplier_9209,Hyderabad,Bricks,6,6,4.4,2389,5.8,1,"S10689, S8453",High,Rail,0.77,80,Medium
S9210,Supplier_9210,Bangalore,Cement,11,10,3.5,9584,6.1,2,"S13622, S14784",Low,Air,0.89,98,Medium
S9211,Supplier_9211,Delhi,Steel,13,4,4.7,9248,9.2,1,"S2807, S11563",Medium,Air,0.87,68,High
S9212,Supplier_9212,Chennai,Bricks,5,7,4.7,6278,8.5,3,"S13890, S2889",High,Rail,1.0,66,Medium
S9213,Supplier_9213,Kolkata,Concrete,27,9,3.4,9814,6.7,3,"S8346, S3268",Medium,Air,0.72,100,High
S9214,Supplier_9214,Bangalore,Bricks,26,1,3.1,2691,7.0,0,"S8802, S5886",Medium,Rail,0.88,73,High
S9215,Supplier_9215,Chennai,Concrete,12,5,4.1,4841,6.5,0,"S8141, S2719",Medium,Air,0.79,30,Low
S9216,Supplier_9216,Bangalore,Steel,5,4,3.3,8933,6.8,1,"S2276, S117",High,Air,0.87,14,Low
S9217,Supplier_9217,Hyderabad,Bricks,18,2,3.8,3640,8.7,3,"S6485, S382",Low,Road,0.74,42,High
S9218,Supplier_9218,Mumbai,Bricks,22,4,3.9,2549,5.2,3,"S3392, S876",High,Rail,0.8,52,Low
S9219,Supplier_9219,Hyderabad,Cement,15,5,4.0,8530,7.4,2,"S4832, S9900",High,Road,0.89,30,Medium
S9220,Supplier_9220,Bangalore,Wood,12,1,4.6,2626,8.4,0,"S1593, S10694",Low,Rail,0.92,75,Low
S9221,Supplier_9221,Kolkata,Glass,29,3,4.0,2659,8.0,0,"S10623, S13945",High,Air,0.96,47,Low
S9222,Supplier_9222,Kolkata,Steel,30,10,4.2,7628,8.8,3,"S4957, S8200",Low,Air,0.93,66,Medium
S9223,Supplier_9223,Mumbai,Wood,29,10,4.7,9432,7.4,0,"S2308, S4159",Medium,Rail,0.84,62,High
S9224,Supplier_9224,Chennai,Wood,7,1,4.8,5694,8.6,1,"S12657, S9727",Low,Road,0.98,49,High
S9225,Supplier_9225,Mumbai,Cement,28,8,4.5,7242,5.7,3,"S6814, S11702",High,Rail,0.89,10,Medium
S9226,Supplier_9226,Bangalore,Glass,25,8,3.4,2679,7.8,0,"S6935, S3901",Low,Road,0.94,37,Low
S9227,Supplier_9227,Delhi,Steel,5,6,4.1,4278,5.8,1,"S9585, S12858",High,Rail,0.95,53,High
S9228,Supplier_9228,Bangalore,Wood,18,6,3.0,4921,5.3,2,"S3271, S3807",High,Air,0.91,68,High
S9229,Supplier_9229,Chennai,Steel,22,3,4.7,2916,5.7,2,"S14009, S9632",Medium,Air,0.92,29,High
S9230,Supplier_9230,Chennai,Glass,30,9,3.3,9294,6.1,0,"S13288, S4256",High,Air,0.94,12,Low
S9231,Supplier_9231,Delhi,Steel,13,1,4.4,8012,6.8,1,"S12212, S2292",Medium,Ship,0.88,42,Medium
S9232,Supplier_9232,Kolkata,Cement,7,3,4.9,9039,5.5,2,"S2933, S12497",Medium,Ship,1.0,50,High
S9233,Supplier_9233,Chennai,Concrete,13,4,4.0,9513,5.3,2,"S3670, S9245",Low,Ship,1.0,22,High
S9234,Supplier_9234,Mumbai,Cement,9,6,3.9,8522,6.9,0,"S5901, S5327",High,Ship,0.88,16,Low
S9235,Supplier_9235,Mumbai,Bricks,17,5,3.5,2565,9.5,3,"S4054, S1571",Low,Air,0.8,74,Medium
S9236,Supplier_9236,Kolkata,Cement,11,9,4.7,2540,7.7,3,"S5822, S9838",Low,Air,0.83,70,Medium
S9237,Supplier_9237,Delhi,Glass,14,5,3.3,6889,9.8,2,"S10240, S7144",Low,Rail,0.89,77,High
S9238,Supplier_9238,Bangalore,Cement,26,3,3.6,2090,6.8,2,"S12500, S5959",Medium,Air,0.71,53,Medium
S9239,Supplier_9239,Chennai,Glass,20,0,3.6,6924,8.4,2,"S8223, S10633",High,Air,0.78,97,Low
S9240,Supplier_9240,Delhi,Cement,12,7,4.8,2594,5.4,0,"S1919, S5459",Low,Road,0.79,64,Low
S9241,Supplier_9241,Hyderabad,Steel,28,10,3.6,4760,9.0,2,"S098, S3588",Low,Road,0.77,63,Medium
S9242,Supplier_9242,Mumbai,Bricks,7,3,4.1,3389,9.6,2,"S3564, S6145",Low,Road,0.8,57,High
S9243,Supplier_9243,Chennai,Glass,18,2,4.0,6788,6.1,2,"S7317, S1291",Medium,Rail,0.71,26,Medium
S9244,Supplier_9244,Bangalore,Wood,11,7,3.0,2076,6.4,0,"S1559, S9157",High,Rail,0.99,32,High
S9245,Supplier_9245,Bangalore,Wood,13,3,4.4,8922,6.2,2,"S5980, S772",Low,Air,0.78,19,Low
S9246,Supplier_9246,Hyderabad,Concrete,16,7,3.5,6490,9.3,0,"S2548, S12499",Low,Ship,0.79,13,Low
S9247,Supplier_9247,Kolkata,Cement,14,10,4.8,8369,6.4,3,"S6306, S10200",Low,Rail,0.74,44,Medium
S9248,Supplier_9248,Delhi,Steel,29,3,3.1,3173,9.8,2,"S12333, S14654",High,Air,0.81,98,Low
S9249,Supplier_9249,Chennai,Bricks,20,3,3.4,2187,7.4,3,"S2356, S599",High,Ship,0.93,32,Low
S9250,Supplier_9250,Kolkata,Bricks,27,3,3.3,5195,8.0,1,"S7891, S11382",Low,Rail,0.75,91,Medium
S9251,Supplier_9251,Mumbai,Wood,5,7,4.9,3582,7.8,2,"S2149, S1298",Medium,Air,0.91,43,Low
S9252,Supplier_9252,Hyderabad,Glass,11,4,3.0,2051,9.8,1,"S2875, S3726",High,Rail,0.84,66,Low
S9253,Supplier_9253,Delhi,Cement,9,3,3.7,6292,7.9,1,"S1586, S8974",High,Road,0.84,72,Medium
S9254,Supplier_9254,Bangalore,Steel,22,7,3.8,9955,9.5,0,"S7937, S4672",Low,Ship,0.8,24,Low
S9255,Supplier_9255,Kolkata,Glass,27,9,3.0,6198,5.3,2,"S8108, S2796",High,Ship,0.91,66,Medium
S9256,Supplier_9256,Kolkata,Glass,7,0,4.5,9966,8.9,3,"S7453, S12998",High,Rail,0.93,37,Low
S9257,Supplier_9257,Kolkata,Steel,21,1,3.3,3834,9.0,1,"S016, S6419",Low,Road,0.75,98,High
S9258,Supplier_9258,Hyderabad,Cement,25,0,4.9,6694,9.4,3,"S2799, S4014",Medium,Road,0.85,18,Medium
S9259,Supplier_9259,Chennai,Steel,19,6,4.8,8880,6.6,2,"S6799, S5178",High,Rail,0.77,17,High
S9260,Supplier_9260,Chennai,Glass,12,5,4.0,3534,7.1,0,"S2228, S11478",Medium,Rail,0.73,82,Low
S9261,Supplier_9261,Hyderabad,Glass,8,2,4.5,2046,5.5,3,"S8505, S4439",High,Road,0.74,31,Low
S9262,Supplier_9262,Chennai,Glass,12,1,4.5,5727,5.2,3,"S1405, S9983",Medium,Road,0.93,35,High
S9263,Supplier_9263,Bangalore,Bricks,25,10,4.3,4355,7.7,3,"S3048, S8290",Low,Road,0.73,49,Low
S9264,Supplier_9264,Chennai,Wood,16,4,4.0,7157,6.0,1,"S930, S9607",Medium,Air,0.79,23,Low
S9265,Supplier_9265,Bangalore,Bricks,28,6,4.0,9176,7.0,0,"S8072, S4789",Medium,Ship,0.82,99,Low
S9266,Supplier_9266,Hyderabad,Concrete,7,1,4.4,8645,5.3,2,"S13114, S14203",Medium,Rail,0.7,55,Medium
S9267,Supplier_9267,Chennai,Wood,25,0,4.6,4403,9.3,3,"S13885, S9720",Medium,Rail,0.7,21,Low
S9268,Supplier_9268,Chennai,Glass,17,7,3.1,3042,8.5,0,"S10115, S11039",Low,Ship,0.72,29,Low
S9269,Supplier_9269,Chennai,Concrete,13,7,4.6,4150,7.0,3,"S12411, S7004",High,Road,0.83,31,Medium
S9270,Supplier_9270,Bangalore,Concrete,26,6,3.1,2610,9.3,1,"S1477, S5814",Low,Rail,0.79,86,Medium
S9271,Supplier_9271,Kolkata,Glass,5,6,3.5,8271,5.3,0,"S338, S7352",Medium,Air,0.71,85,Low
S9272,Supplier_9272,Hyderabad,Wood,16,5,4.1,8631,6.7,2,"S6293, S12911",Medium,Road,0.86,80,High
S9273,Supplier_9273,Mumbai,Steel,7,9,4.8,2428,5.9,2,"S413, S9550",Low,Rail,0.77,77,High
S9274,Supplier_9274,Mumbai,Cement,16,8,3.3,5340,8.0,1,"S3928, S10726",High,Ship,0.92,62,Low
S9275,Supplier_9275,Kolkata,Glass,30,6,4.6,7204,8.2,2,"S8235, S14717",Low,Ship,0.97,71,Medium
S9276,Supplier_9276,Mumbai,Cement,11,8,3.7,9103,6.5,3,"S4877, S12315",Low,Rail,0.86,49,Medium
S9277,Supplier_9277,Delhi,Concrete,16,0,4.0,3278,5.6,3,"S7566, S4855",Low,Rail,0.7,44,Medium
S9278,Supplier_9278,Hyderabad,Cement,14,7,3.3,8053,9.7,2,"S7413, S148",Low,Road,0.88,64,High
S9279,Supplier_9279,Kolkata,Wood,14,0,4.8,9289,6.0,0,"S3774, S7620",Medium,Ship,0.83,81,Low
S9280,Supplier_9280,Delhi,Wood,7,4,3.5,8126,6.3,1,"S016, S14434",Low,Ship,0.97,42,Low
S9281,Supplier_9281,Bangalore,Bricks,18,8,4.9,2505,7.2,2,"S6044, S7854",Low,Air,0.99,66,Low
S9282,Supplier_9282,Chennai,Cement,28,3,4.5,2438,9.6,3,"S8574, S2913",High,Ship,0.9,25,High
S9283,Supplier_9283,Delhi,Wood,24,6,4.9,4907,5.7,3,"S1352, S1670",Low,Ship,0.97,60,High
S9284,Supplier_9284,Chennai,Cement,26,7,3.3,5439,7.2,1,"S8733, S5461",Low,Rail,1.0,77,Low
S9285,Supplier_9285,Mumbai,Glass,30,8,4.1,2892,7.6,0,"S5118, S14578",Low,Rail,0.92,49,High
S9286,Supplier_9286,Mumbai,Cement,24,10,4.0,6709,8.7,3,"S5854, S4523",Medium,Road,0.71,35,Low
S9287,Supplier_9287,Hyderabad,Wood,12,10,4.5,3007,9.5,2,"S12964, S2083",Medium,Road,0.74,81,High
S9288,Supplier_9288,Delhi,Glass,5,8,4.9,4319,9.0,1,"S14114, S12262",Medium,Ship,0.98,13,Medium
S9289,Supplier_9289,Bangalore,Steel,10,5,4.6,7158,9.6,1,"S12354, S2905",Low,Road,0.84,22,High
S9290,Supplier_9290,Kolkata,Wood,15,7,3.5,3526,8.3,2,"S14315, S13474",Medium,Ship,0.81,91,Low
S9291,Supplier_9291,Kolkata,Cement,13,10,5.0,8642,8.8,0,"S9878, S3053",Low,Rail,0.85,22,High
S9292,Supplier_9292,Mumbai,Steel,16,0,4.2,9479,9.2,0,"S12668, S12434",Medium,Rail,0.94,63,Medium
S9293,Supplier_9293,Kolkata,Glass,19,2,4.4,3412,7.7,0,"S5169, S4066",Medium,Rail,0.79,31,Medium
S9294,Supplier_9294,Bangalore,Glass,7,10,3.9,7757,5.7,0,"S1176, S13931",Low,Road,0.86,100,High
S9295,Supplier_9295,Mumbai,Wood,27,3,4.1,8814,8.6,0,"S013, S4334",Medium,Rail,0.9,69,Medium
S9296,Supplier_9296,Hyderabad,Bricks,30,8,4.8,7866,6.4,1,"S1357, S14334",High,Rail,0.93,64,Low
S9297,Supplier_9297,Mumbai,Cement,8,8,4.0,3956,6.7,3,"S4220, S1040",High,Ship,0.89,83,High
S9298,Supplier_9298,Chennai,Glass,27,4,3.7,9633,6.3,0,"S14322, S14049",Low,Rail,0.8,22,Low
S9299,Supplier_9299,Chennai,Steel,29,7,4.8,3702,7.3,1,"S5749, S7549",High,Rail,0.96,28,High
S9300,Supplier_9300,Kolkata,Wood,18,8,3.1,5382,6.8,0,"S8771, S12822",Low,Air,0.71,86,High
S9301,Supplier_9301,Hyderabad,Steel,5,6,3.7,4764,8.4,2,"S4314, S7038",High,Ship,0.72,66,High
S9302,Supplier_9302,Kolkata,Glass,29,6,4.6,5459,9.0,1,"S12194, S7309",Medium,Road,0.89,52,High
S9303,Supplier_9303,Chennai,Concrete,23,2,4.6,6983,6.4,3,"S2237, S7571",High,Rail,0.87,23,Low
S9304,Supplier_9304,Kolkata,Wood,9,9,4.2,5501,5.1,1,"S6975, S6744",High,Road,0.93,39,High
S9305,Supplier_9305,Bangalore,Glass,6,10,4.0,3509,8.9,0,"S8853, S9624",Medium,Ship,0.78,48,Medium
S9306,Supplier_9306,Mumbai,Bricks,28,1,5.0,3368,7.2,2,"S5322, S4903",Low,Road,0.77,25,High
S9307,Supplier_9307,Mumbai,Glass,9,0,3.2,8844,7.6,1,"S4818, S3662",High,Road,0.92,11,Low
S9308,Supplier_9308,Kolkata,Cement,30,6,3.7,2844,8.9,1,"S10067, S12885",Low,Road,0.81,51,Medium
S9309,Supplier_9309,Delhi,Concrete,24,7,4.8,3749,7.1,2,"S4395, S12334",Medium,Ship,0.86,96,Medium
S9310,Supplier_9310,Chennai,Cement,19,9,4.3,2750,8.0,1,"S4521, S2258",Low,Rail,0.88,52,High
S9311,Supplier_9311,Delhi,Concrete,23,2,3.8,4949,5.6,3,"S12856, S5450",Low,Rail,0.98,39,Medium
S9312,Supplier_9312,Hyderabad,Steel,6,9,3.2,6038,7.8,2,"S11413, S13217",High,Road,0.74,40,Medium
S9313,Supplier_9313,Bangalore,Steel,23,0,4.9,7235,5.6,2,"S4223, S12442",Low,Ship,0.95,62,High
S9314,Supplier_9314,Chennai,Wood,5,1,5.0,3752,9.9,1,"S13264, S2309",High,Road,0.71,13,Medium
S9315,Supplier_9315,Hyderabad,Glass,28,2,4.1,3388,9.9,3,"S4533, S4275",Medium,Air,0.9,71,Medium
S9316,Supplier_9316,Delhi,Concrete,15,4,3.1,3454,9.9,1,"S5177, S3894",Medium,Ship,0.9,37,Low
S9317,Supplier_9317,Kolkata,Steel,22,6,3.3,3025,6.4,2,"S9163, S13080",High,Air,0.85,83,Medium
S9318,Supplier_9318,Bangalore,Bricks,22,7,4.6,7822,7.0,1,"S4505, S7516",High,Road,0.9,80,Low
S9319,Supplier_9319,Kolkata,Bricks,23,4,4.7,4479,7.2,0,"S6243, S2912",Low,Rail,0.7,23,High
S9320,Supplier_9320,Delhi,Steel,6,7,4.8,9111,5.4,3,"S12232, S13453",Low,Road,0.78,79,Medium
S9321,Supplier_9321,Kolkata,Glass,18,5,4.9,8704,8.3,1,"S6757, S13733",Low,Ship,0.93,91,High
S9322,Supplier_9322,Chennai,Concrete,29,8,4.3,6674,7.9,3,"S5095, S9292",Medium,Road,0.84,38,High
S9323,Supplier_9323,Hyderabad,Wood,11,8,4.3,2007,9.2,3,"S8628, S11058",High,Air,1.0,24,Medium
S9324,Supplier_9324,Mumbai,Wood,17,0,3.3,7447,5.8,1,"S1703, S8696",Medium,Road,0.99,83,High
S9325,Supplier_9325,Bangalore,Wood,27,8,3.7,9520,8.4,1,"S13521, S4561",Low,Road,0.89,95,Medium
S9326,Supplier_9326,Chennai,Bricks,16,0,3.1,6075,6.3,2,"S12882, S13242",High,Air,0.93,97,High
S9327,Supplier_9327,Mumbai,Bricks,26,4,4.4,3044,8.5,0,"S4840, S10813",Low,Air,0.93,14,Medium
S9328,Supplier_9328,Kolkata,Wood,8,2,3.3,2596,5.1,0,"S11718, S4472",Low,Ship,0.78,74,Low
S9329,Supplier_9329,Kolkata,Concrete,27,7,4.6,4734,7.2,3,"S6845, S11702",Low,Road,0.78,66,Low
S9330,Supplier_9330,Bangalore,Bricks,24,2,4.1,6060,8.2,1,"S6579, S4822",Medium,Road,0.71,24,Low
S9331,Supplier_9331,Bangalore,Bricks,30,7,5.0,8587,9.2,0,"S3684, S7679",Low,Air,0.89,93,High
S9332,Supplier_9332,Chennai,Concrete,18,10,4.8,4529,6.3,3,"S11438, S6603",High,Air,0.85,72,Medium
S9333,Supplier_9333,Delhi,Wood,6,5,5.0,9895,5.6,2,"S9399, S7334",High,Rail,0.94,71,Medium
S9334,Supplier_9334,Delhi,Bricks,26,9,4.9,9731,5.0,1,"S6621, S10582",High,Rail,0.7,42,Medium
S9335,Supplier_9335,Kolkata,Wood,26,7,3.1,7331,8.7,1,"S5390, S4192",Low,Road,1.0,53,Medium
S9336,Supplier_9336,Kolkata,Bricks,10,2,4.9,3075,5.1,3,"S244, S13123",Medium,Rail,0.85,20,Low
S9337,Supplier_9337,Bangalore,Glass,12,5,3.4,8530,5.1,0,"S9635, S322",Medium,Air,0.87,72,Low
S9338,Supplier_9338,Kolkata,Concrete,19,4,3.0,6129,6.0,3,"S5493, S9210",Medium,Ship,0.91,91,High
S9339,Supplier_9339,Kolkata,Cement,8,8,3.6,8311,8.7,1,"S10075, S1173",Low,Ship,0.73,91,Low
S9340,Supplier_9340,Kolkata,Steel,15,9,3.2,8228,6.6,3,"S8616, S9614",High,Ship,0.72,61,Medium
S9341,Supplier_9341,Bangalore,Glass,23,0,4.5,3224,6.5,2,"S8477, S7590",Low,Air,0.81,14,High
S9342,Supplier_9342,Delhi,Wood,25,8,3.0,2590,5.1,3,"S14103, S1286",Medium,Air,0.99,29,Medium
S9343,Supplier_9343,Hyderabad,Bricks,8,2,3.3,8972,9.8,0,"S13963, S3990",Low,Air,0.98,58,High
S9344,Supplier_9344,Kolkata,Cement,22,8,4.5,6032,6.5,0,"S1940, S12806",Low,Air,0.87,58,Medium
S9345,Supplier_9345,Hyderabad,Cement,7,0,4.9,3194,5.3,0,"S9717, S11352",High,Air,0.87,87,Low
S9346,Supplier_9346,Bangalore,Bricks,23,0,5.0,5936,7.0,3,"S9243, S8394",Low,Road,0.76,64,Medium
S9347,Supplier_9347,Chennai,Concrete,14,2,3.9,6070,5.2,2,"S12715, S1991",High,Ship,0.79,46,Medium
S9348,Supplier_9348,Mumbai,Bricks,18,2,3.3,5074,9.8,3,"S4886, S5793",Low,Air,0.85,90,High
S9349,Supplier_9349,Mumbai,Bricks,23,10,4.6,3292,5.4,0,"S12871, S13911",High,Ship,0.87,11,High
S9350,Supplier_9350,Mumbai,Cement,15,2,4.1,2878,9.2,0,"S5296, S645",High,Ship,0.95,76,High
S9351,Supplier_9351,Chennai,Cement,15,1,4.5,4753,6.9,2,"S4837, S11670",Medium,Rail,0.81,90,High
S9352,Supplier_9352,Delhi,Steel,14,0,3.1,2117,9.4,2,"S14885, S8253",Medium,Air,0.9,43,High
S9353,Supplier_9353,Kolkata,Concrete,15,2,4.7,7937,7.7,2,"S3128, S10327",Medium,Rail,0.75,100,Low
S9354,Supplier_9354,Mumbai,Wood,17,7,3.5,5897,8.9,2,"S8305, S7082",High,Air,0.76,14,High
S9355,Supplier_9355,Kolkata,Steel,17,10,3.1,6125,7.1,1,"S6735, S692",High,Ship,0.98,94,Medium
S9356,Supplier_9356,Delhi,Cement,27,8,3.7,2326,5.8,0,"S5579, S1743",Medium,Rail,0.95,92,Medium
S9357,Supplier_9357,Mumbai,Glass,6,0,3.1,9460,5.2,1,"S1379, S12497",Low,Ship,0.96,42,High
S9358,Supplier_9358,Hyderabad,Cement,15,4,3.1,2906,6.0,1,"S6018, S7283",Low,Road,0.77,21,High
S9359,Supplier_9359,Delhi,Concrete,23,3,4.5,4083,5.4,1,"S7762, S12924",Low,Ship,0.96,11,High
S9360,Supplier_9360,Delhi,Glass,18,0,4.3,9167,10.0,0,"S3998, S3974",High,Rail,0.73,26,Low
S9361,Supplier_9361,Hyderabad,Bricks,23,10,5.0,8608,9.4,2,"S795, S3042",Low,Ship,0.84,66,Low
S9362,Supplier_9362,Chennai,Cement,23,9,4.0,4897,9.1,2,"S2011, S12725",Low,Rail,0.84,47,Medium
S9363,Supplier_9363,Bangalore,Wood,26,1,4.9,4854,8.3,3,"S4560, S3959",High,Rail,0.98,61,High
S9364,Supplier_9364,Mumbai,Cement,21,9,4.1,4976,5.3,1,"S13070, S6142",High,Rail,0.75,47,Low
S9365,Supplier_9365,Kolkata,Concrete,9,0,3.8,9235,8.1,2,"S13953, S12041",High,Air,0.91,39,Medium
S9366,Supplier_9366,Bangalore,Concrete,5,3,4.0,7684,7.6,1,"S1695, S1172",Medium,Ship,0.81,59,Medium
S9367,Supplier_9367,Mumbai,Bricks,16,8,3.1,5195,5.4,2,"S14376, S1015",Low,Ship,0.81,45,High
S9368,Supplier_9368,Delhi,Wood,11,5,4.4,6335,8.7,2,"S14975, S8313",Medium,Rail,0.99,39,Low
S9369,Supplier_9369,Mumbai,Glass,8,5,4.0,7059,5.5,2,"S9369, S1637",High,Rail,0.83,85,Low
S9370,Supplier_9370,Bangalore,Cement,19,7,4.1,3489,10.0,2,"S7106, S8832",Medium,Air,0.78,70,High
S9371,Supplier_9371,Bangalore,Wood,18,4,3.2,7353,9.0,3,"S12303, S12052",Medium,Ship,0.79,76,Low
S9372,Supplier_9372,Bangalore,Glass,27,9,4.5,6666,5.4,2,"S8482, S2399",High,Ship,0.99,26,Low
S9373,Supplier_9373,Kolkata,Steel,26,2,3.8,8756,6.9,3,"S1810, S5580",Low,Ship,0.94,95,Low
S9374,Supplier_9374,Bangalore,Steel,27,6,3.3,5682,5.8,3,"S12548, S12129",Low,Ship,1.0,19,High
S9375,Supplier_9375,Bangalore,Cement,18,0,3.6,2211,7.7,2,"S11161, S8275",High,Ship,0.76,33,High
S9376,Supplier_9376,Mumbai,Bricks,6,5,4.7,9647,7.9,0,"S11257, S9471",Medium,Road,0.85,42,Low
S9377,Supplier_9377,Bangalore,Bricks,13,5,3.1,3232,6.5,3,"S14353, S4395",High,Air,0.89,14,Medium
S9378,Supplier_9378,Bangalore,Cement,20,6,3.4,8191,9.0,3,"S5069, S14498",High,Road,0.76,47,Medium
S9379,Supplier_9379,Mumbai,Wood,17,6,4.1,2003,5.4,3,"S600, S9876",Low,Ship,0.87,79,Low
S9380,Supplier_9380,Hyderabad,Wood,20,2,4.2,3027,6.3,0,"S11601, S13302",High,Air,0.88,40,Medium
S9381,Supplier_9381,Bangalore,Bricks,27,6,3.5,4845,8.4,0,"S12044, S1171",Medium,Road,0.94,86,High
S9382,Supplier_9382,Kolkata,Concrete,24,6,4.6,4345,6.3,1,"S419, S4458",Medium,Rail,0.78,47,High
S9383,Supplier_9383,Kolkata,Wood,23,10,4.2,3277,9.3,0,"S2402, S7428",High,Air,0.7,54,Low
S9384,Supplier_9384,Delhi,Concrete,15,2,3.0,9062,6.4,2,"S4235, S10692",High,Air,0.87,16,High
S9385,Supplier_9385,Chennai,Concrete,9,8,3.4,3509,8.4,1,"S4280, S825",Medium,Road,0.86,35,High
S9386,Supplier_9386,Mumbai,Glass,30,9,4.4,8590,8.3,1,"S13353, S5832",Medium,Rail,0.99,75,Medium
S9387,Supplier_9387,Delhi,Concrete,6,10,4.4,9431,8.5,1,"S11968, S13377",High,Road,0.93,76,Medium
S9388,Supplier_9388,Chennai,Bricks,25,4,3.4,8092,8.9,1,"S11323, S2871",Medium,Road,0.73,74,High
S9389,Supplier_9389,Bangalore,Wood,14,1,3.4,4583,5.4,0,"S12269, S2735",Medium,Air,0.83,51,High
S9390,Supplier_9390,Kolkata,Steel,18,0,4.1,4476,5.7,1,"S7702, S3579",High,Air,0.97,77,Low
S9391,Supplier_9391,Kolkata,Glass,19,5,3.2,8100,6.3,0,"S11790, S8041",High,Road,0.82,100,Low
S9392,Supplier_9392,Bangalore,Glass,24,10,3.1,5647,9.4,2,"S11492, S4145",Medium,Ship,0.86,96,Medium
S9393,Supplier_9393,Hyderabad,Bricks,23,9,4.0,8252,5.5,1,"S14988, S9863",Medium,Air,0.86,87,Medium
S9394,Supplier_9394,Hyderabad,Steel,23,2,3.8,6231,8.5,0,"S6281, S9583",Medium,Air,1.0,22,Medium
S9395,Supplier_9395,Chennai,Concrete,19,8,3.3,6577,8.2,1,"S2590, S3003",High,Ship,0.99,59,High
